 Photoelectric H2Formation FUVPumping Photodissociation Cionization CRheating Chemheating turbHeating gasGrainColls
   1.7093403337493228E-021   3.9175532884024737E-023   2.8335593642047549E-024   1.2743754726409018E-017   0.0000000000000000        1.5371280957240000E-025   0.0000000000000000        7.0000000000000020E-041  -2.0707953847894916E-025
   1.7093403337493228E-021   3.9175532884024737E-023   2.8335593642047549E-024   1.2743754726409018E-017   0.0000000000000000        1.5371280957240000E-025   0.0000000000000000        7.0000000000000020E-041  -2.0707953847894916E-025
   1.7089644842675809E-021   3.9179785574145598E-023   2.8312687542709859E-024   1.2733325082432261E-017   7.8460900579234149E-031   1.5371277737635456E-025   6.0222683093067284E-033   7.0000000000000020E-041  -2.0710677037518752E-025
   1.7089635667680930E-021   3.9179810169870477E-023   2.8312965490908927E-024   1.2733322417545231E-017   1.5692171665611643E-030   1.5371274520665934E-025   1.2044517838295360E-032   7.0000000000000020E-041  -2.0710737935541295E-025
   1.7089617317754369E-021   3.9179859361205707E-023   2.8313521419032313E-024   1.2733317087772918E-017   3.1384311177179340E-030   1.5371268086729003E-025   2.4088963938190621E-032   7.0000000000000020E-041  -2.0710859731551749E-025
   1.7089580618141711E-021   3.9179957743436202E-023   2.8314633402575220E-024   1.2733306428234874E-017   6.2768500480759626E-030   1.5371255218863087E-025   4.8177657765264607E-032   7.0000000000000020E-041  -2.0711103323515402E-025
   1.7089507219865787E-021   3.9180154506141863E-023   2.8316857879336587E-024   1.2733285109187658E-017   1.2553648619715648E-029   1.5371229483166109E-025   9.6354162166055645E-032   7.0000000000000020E-041  -2.0711590507295352E-025
   1.7089360427160899E-021   3.9180548024491420E-023   2.8321308870778154E-024   1.2733242471203282E-017   2.5107095783469454E-029   1.5371178011905007E-025   1.9270382744201279E-031   7.0000000000000020E-041  -2.0712564873940091E-025
   1.7089066857138139E-021   3.9181335033003954E-023   2.8330219011484195E-024   1.2733157195661858E-017   5.0213407180802832E-029   1.5371075069898659E-025   3.8539023263256498E-031   7.0000000000000020E-041  -2.0714513603568710E-025
   1.7088479778631548E-021   3.9182908937146429E-023   2.8348071973899685E-024   1.2732986646319649E-017   1.0042365724342958E-028   1.5370869187987211E-025   7.7071029134171343E-031   7.0000000000000020E-041  -2.0718411048181411E-025
   1.7087305867916465E-021   3.9186056293662609E-023   2.8383909013768477E-024   1.2732645554602876E-017   2.0083466025106295E-028   1.5370457432575442E-025   1.5411392728610986E-030   7.0000000000000020E-041  -2.0726205877426240E-025
   1.7084959030300464E-021   3.9192349203237109E-023   2.8456110772777341E-024   1.2731963398610604E-017   4.0161924496241893E-028   1.5369633954878163E-025   3.0811675548343996E-030   7.0000000000000020E-041  -2.0741795301408059E-025
   1.7080269286004190E-021   3.9204927814310948E-023   2.8602650779405231E-024   1.2730599196035403E-017   8.0303923329629582E-028   1.5367987131559186E-025   6.1579210890966098E-030   7.0000000000000020E-041  -2.0772973210212394E-025
   1.7070905476944627E-021   3.9230054458316362E-023   2.8904487936463200E-024   1.2727871614582764E-017   1.6047743201677075E-027   1.5364694479263804E-025   1.2284903070088589E-029   7.0000000000000020E-041  -2.0835325283503407E-025
   1.7052240326613999E-021   3.9280191799528614E-023   2.9544921512486704E-024   1.2722418423287974E-017   3.2055717045185070E-027   1.5358111554740473E-025   2.4478927226565758E-029   7.0000000000000020E-041  -2.0960014367116981E-025
   1.7025470327519910E-021   3.9316529305419088E-023   3.0561980466255686E-024   1.2714555393126597E-017   5.5124685547386098E-027   1.5348619546982289E-025   4.2054522552607141E-029   7.0000000000000020E-041  -2.1139783740468421E-025
