H2O+,H2O,,H3O+,OH,,,2.10E-09,0,0,10,41000
H2O+,CO,,HCO+,OH,,,5.00E-10,0,0,10,41000
H2O+,MG,,MG+,H2O,,,2.20E-09,0,0,10,41000
H2O+,O2,,O2+,H2O,,,4.60E-10,0,0,10,41000
H2O+,E-,,O,H,H,,2.04E-07,-0.5,0,10,1000
H2O+,E-,,O,H2,,,3.30E-08,-0.5,0,10,1000
H2O+,E-,,OH,H,,,6.30E-08,-0.5,0,10,1000
H3+,C,,CH+,H2,,,2.00E-09,0,0,10,41000
H3+,CH,,CH2+,H2,,,1.20E-09,0,0,10,41000
H3+,CH2,,CH3+,H2,,,1.70E-09,0,0,10,41000
H3+,CH3,,CH4+,H2,,,2.10E-09,0,0,10,41000
H3+,O,,OH+,H2,,,8.00E-10,0,0,10,41000
H3+,CH4,,CH5+,H2,,,2.40E-09,0,0,10,41000
H3+,OH,,H2O+,H2,,,1.30E-09,0,0,10,41000
H3+,H2O,,H3O+,H2,,,5.90E-09,0,0,10,41000
H3+,MG,,MG+,H2,H,,1.00E-09,0,0,10,41000
H3+,CO,,HCO+,H2,,,1.70E-09,0,0,10,41000
H3+,E-,,H,H,H,,7.50E-08,-0.3,0,10,1000
H3+,E-,,H2,H,,,2.50E-08,-0.3,0,10,1000
H3+,PHOTON,,H2+,H,,,5.00E-13,0,2.3,10,41000
H3+,PHOTON,,H2,H+,,,5.00E-13,0,1.8,10,41000
H3O+,E-,,O,H2,H,,1.00E-08,-0.3,0,10,1000
H3O+,E-,,OH,H,H,,4.80E-07,-0.3,0,10,1000
H3O+,E-,,OH,H2,,,1.80E-07,-0.3,0,10,1000
H3O+,E-,,H2O,H,,,3.30E-07,-0.3,0,10,1000
HCO+,E-,,CO,H,,,1.10E-07,-1,0,10,300
HE,CRP,,HE+,E-,,,6.50E-18,0,0,10,41000
HE+,CH,,C+,HE,H,,1.10E-09,0,0,10,41000
HE+,CH2,,C+,HE,H2,,7.50E-10,0,0,10,41000
HE+,CH2,,CH+,HE,H,,7.50E-10,0,0,10,41000
HE+,CH3,,CH+,HE,H2,,1.80E-09,0,0,10,41000
HE+,CH4,,CH+,HE,H2,H,2.40E-10,0,0,10,41000
HE+,CH4,,CH2+,HE,H2,,9.50E-10,0,0,10,41000
HE+,CH4,,CH3,HE,H+,,4.80E-10,0,0,10,41000
HE+,CH4,,CH3+,HE,H,,8.50E-11,0,0,10,41000
HE+,OH,,O+,HE,H,,1.10E-09,0,0,10,41000
HE+,H2O,,OH,HE,H+,,2.04E-10,0,0,10,41000
HE+,H2O,,OH+,HE,H,,2.86E-10,0,0,10,41000
HE+,CO,,O,C+,HE,,1.60E-09,0,0,10,2000
HE+,CO,,O,C+,HE,,1.40E-09,-0.5,0,2000,10000
HE+,CO,,O+,C,HE,,1.40E-16,-0.5,0,2000,10000
HE+,O2,,O+,O,HE,,1.00E-09,0,0,10,41000
HE+,C,,C+,HE,,,6.30E-15,0.75,0,10,300
HE+,CH,,CH+,HE,,,5.00E-10,0,0,10,41000
HE+,CH4,,CH4+,HE,,,5.10E-11,0,0,10,41000
HE+,H2O,,H2O+,HE,,,6.05E-11,0,0,10,41000
HE+,O2,,O2+,HE,,,3.30E-11,0,0,10,41000
HE+,E-,,HE,PHOTON,,,2.36E-12,-0.64,0,10,300
MG,O2+,,O2,MG+,,,1.20E-09,0,0,10,41000
MG,PHOTON,,MG+,E-,,,7.90E-11,0,1.7,10,41000
MG,CRPHOT,,MG+,E-,,,1.30E-17,0,113,10,41000
MG+,E-,,MG,PHOTON,,,2.80E-12,-0.86,0,10,300
O,CH4,,OH,CH3,,,2.29E-12,2.2,3820,298,2500
O,OH,,O2,H,,,4.34E-11,-0.5,30,0,0
O,H2O,,OH,OH,,,1.85E-11,0.95,8571,300,2500
O,CH4+,,OH,CH3+,,,1.00E-09,0,0,10,41000
O,OH+,,O2+,H,,,7.10E-10,0,0,10,41000
O,CH5+,,H3O+,CH2,,,2.20E-10,0,0,10,41000
O,H2O+,,O2+,H2,,,4.00E-11,0,0,10,41000
O,CO+,,CO,O+,,,1.40E-10,0,0,10,41000
O,O,,O2,PHOTON,,,4.90E-20,1.58,0,10,300
O,CRP,,O+,E-,,,3.40E-17,0,0,10,41000
O+,CH4,,OH,CH3+,,,1.10E-10,0,0,10,41000
O+,OH,,O2+,H,,,3.60E-10,0,0,10,41000
O+,CH4,,CH4+,O,,,8.90E-10,0,0,10,41000
O+,OH,,OH+,O,,,3.60E-10,0,0,10,41000
O+,H2O,,H2O+,O,,,3.20E-09,0,0,10,41000
O+,CO,,CO+,O,,,4.90E-12,0.5,4580,2000,10000
O+,O2,,O2+,O,,,1.90E-11,0,0,10,41000
O+,E-,,O,PHOTON,,,3.24E-12,-0.66,0,10,41000
O2,PHOTON,,O,O,,,6.90E-10,0,1.8,10,41000
O2,PHOTON,,O2+,E-,,,5.60E-11,0,3.7,10,41000
O2,CRPHOT,,O,O,,,1.30E-17,0,751,10,41000
O2,CRPHOT,,O2+,E-,,,1.30E-17,0,117,10,41000
O2+,E-,,O,O,,,1.95E-07,-0.7,0,10,300
OH,OH,,H2O,O,,,1.65E-12,1.14,50,0,0
OH,CH5+,,H2O+,CH4,,,7.00E-10,0,0,10,41000
OH,H2O+,,H3O+,O,,,6.90E-10,0,0,10,41000
OH,CO+,,HCO+,O,,,3.10E-10,0,0,10,41000
OH,HCO+,,CO,H2O+,,,6.20E-10,0,0,10,41000
OH,CO+,,CO,OH+,,,3.10E-10,0,0,10,41000
OH,PHOTON,,OH+,E-,,,1.60E-12,0,3.1,10,41000
OH,PHOTON,,O,H,,,3.50E-10,0,1.7,10,41000
OH,CRPHOT,,O,H,,,1.30E-17,0,509,10,41000
OH+,OH,,H2O+,O,,,7.00E-10,0,0,10,41000
OH+,H2O,,H3O+,O,,,1.30E-09,0,0,10,41000
OH+,CO,,HCO+,O,,,1.05E-09,0,0,10,41000
OH+,H2O,,H2O+,OH,,,1.59E-09,0,0,10,41000
OH+,O2,,O2+,OH,,,5.90E-10,0,0,10,41000
OH+,E-,,O,H,,,3.75E-08,-0.5,0,10,300
OH+,PHOTON,,O,H+,,,1.00E-12,0,1.8,10,41000
