Particle Photoelectic H2Form H2Pumping H2Photodis CIPhotoion Cosmic-Rays Turbulence Chemistry Gas-Grain Coulomb Total 
110 5.07294E-21 1.93234E-23 6.77265E-24 5.15294E-24 8.86581E-26 2.48235E-33 7.00000E-26 2.70878E-30 -3.42666E-24 0.00000E+00 5.10092E-21
111 5.07294E-21 1.93234E-23 6.77265E-24 5.15294E-24 8.86581E-26 2.48235E-33 7.00000E-26 2.70878E-30 -3.42666E-24 0.00000E+00 5.10092E-21
112 5.07294E-21 1.93234E-23 6.77265E-24 5.15294E-24 8.86581E-26 2.48236E-33 7.00000E-26 2.70878E-30 -3.42666E-24 0.00000E+00 5.10092E-21
113 5.07294E-21 1.93234E-23 6.77265E-24 5.15294E-24 8.86581E-26 2.48236E-33 7.00000E-26 2.70878E-30 -3.42666E-24 0.00000E+00 5.10092E-21
114 5.07294E-21 1.93234E-23 6.77265E-24 5.15294E-24 8.86581E-26 2.48236E-33 7.00000E-26 2.70878E-30 -3.42666E-24 0.00000E+00 5.10092E-21
115 5.07294E-21 1.93234E-23 6.77265E-24 5.15294E-24 8.86581E-26 2.48236E-33 7.00000E-26 2.70878E-30 -3.42666E-24 0.00000E+00 5.10092E-21
116 5.07294E-21 1.93234E-23 6.77265E-24 5.15295E-24 8.86581E-26 2.48236E-33 7.00000E-26 2.70878E-30 -3.42666E-24 0.00000E+00 5.10092E-21
117 5.07294E-21 1.93234E-23 6.77265E-24 5.15295E-24 8.86581E-26 2.48236E-33 7.00000E-26 2.70878E-30 -3.42666E-24 0.00000E+00 5.10092E-21
118 5.07294E-21 1.93234E-23 6.77265E-24 5.15295E-24 8.86582E-26 2.48236E-33 7.00000E-26 2.70878E-30 -3.42666E-24 0.00000E+00 5.10092E-21
119 5.07294E-21 1.93234E-23 6.77265E-24 5.15295E-24 8.86582E-26 2.48236E-33 7.00000E-26 2.70877E-30 -3.42666E-24 0.00000E+00 5.10092E-21
120 5.07294E-21 1.93234E-23 6.77265E-24 5.15295E-24 8.86582E-26 2.48236E-33 7.00000E-26 2.70877E-30 -3.42666E-24 0.00000E+00 5.10092E-21
121 5.07294E-21 1.93234E-23 6.77265E-24 5.15295E-24 8.86582E-26 2.48237E-33 7.00000E-26 2.70877E-30 -3.42666E-24 0.00000E+00 5.10092E-21
122 5.07294E-21 1.93234E-23 6.77265E-24 5.15295E-24 8.86582E-26 2.48237E-33 7.00000E-26 2.70877E-30 -3.42666E-24 0.00000E+00 5.10092E-21
123 5.07294E-21 1.93234E-23 6.77265E-24 5.15295E-24 8.86582E-26 2.48237E-33 7.00000E-26 2.70877E-30 -3.42666E-24 0.00000E+00 5.10092E-21
124 5.07294E-21 1.93234E-23 6.77265E-24 5.15295E-24 8.86582E-26 2.48237E-33 7.00000E-26 2.70877E-30 -3.42666E-24 0.00000E+00 5.10092E-21
125 5.07294E-21 1.93234E-23 6.77265E-24 5.15295E-24 8.86582E-26 2.48237E-33 7.00000E-26 2.70877E-30 -3.42666E-24 0.00000E+00 5.10092E-21
126 5.07294E-21 1.93235E-23 6.77265E-24 5.15295E-24 8.86582E-26 2.48237E-33 7.00000E-26 2.70877E-30 -3.42666E-24 0.00000E+00 5.10092E-21
