Particle Photoelectic H2Form H2Pumping H2Photodis CIPhotoion Cosmic-Rays Turbulence Chemistry Gas-Grain Coulomb Total 
109 3.36782E-19 1.38057E-17 1.17699E-19 3.66347E-18 1.19089E-20 3.72390E-23 2.21359E-23 2.87755E-22 -6.59201E-20 0.00000E+00 1.78700E-17
110 3.36836E-19 1.36648E-17 8.64372E-20 3.62650E-18 1.20259E-20 3.91124E-23 2.21359E-23 2.96224E-22 -6.46851E-20 0.00000E+00 1.76623E-17
111 3.36869E-19 1.35187E-17 7.01815E-20 3.58826E-18 1.21111E-20 4.11865E-23 2.21359E-23 3.05493E-22 -6.39134E-20 0.00000E+00 1.74625E-17
112 3.36888E-19 1.33637E-17 6.11585E-20 3.54782E-18 1.21754E-20 4.34852E-23 2.21359E-23 3.15394E-22 -6.34505E-20 0.00000E+00 1.72587E-17
113 3.36973E-19 1.31687E-17 3.52653E-20 3.49700E-18 1.23666E-20 4.59382E-23 2.21359E-23 3.23868E-22 -6.14449E-20 0.00000E+00 1.69893E-17
114 3.36972E-19 1.29886E-17 3.43253E-20 3.45030E-18 1.24009E-20 4.87756E-23 2.21359E-23 3.34754E-22 -6.14449E-20 0.00000E+00 1.67615E-17
115 3.36971E-19 1.27877E-17 3.32938E-20 3.39841E-18 1.24391E-20 5.19391E-23 2.21359E-23 3.45727E-22 -6.14449E-20 0.00000E+00 1.65078E-17
116 3.36990E-19 1.25558E-17 2.83189E-20 3.33865E-18 1.25195E-20 5.54485E-23 2.21359E-23 3.56202E-22 -6.09821E-20 0.00000E+00 1.62117E-17
117 3.37074E-19 1.22743E-17 1.52688E-20 3.26413E-18 1.27344E-20 5.92406E-23 2.21359E-23 3.64919E-22 -5.89771E-20 0.00000E+00 1.58450E-17
118 3.37073E-19 1.20739E-17 1.47892E-20 3.21251E-18 1.27723E-20 6.24098E-23 2.21359E-23 3.72503E-22 -5.89771E-20 0.00000E+00 1.55925E-17
119 3.37080E-19 1.13514E-17 1.39292E-20 3.47323E-18 1.29382E-20 7.37514E-23 2.21359E-23 3.92039E-22 -5.87148E-20 0.00000E+00 1.51304E-17
120 3.37173E-19 1.14837E-17 6.23012E-21 3.05852E-18 1.30916E-20 7.09146E-23 2.21359E-23 3.86760E-22 -5.65098E-20 0.00000E+00 1.48427E-17
121 3.37172E-19 1.12099E-17 5.95044E-21 2.98794E-18 1.31431E-20 7.52639E-23 2.21359E-23 3.92883E-22 -5.65098E-20 0.00000E+00 1.44980E-17
122 3.37183E-19 1.09248E-17 5.12316E-21 2.91416E-18 1.32234E-20 7.96875E-23 2.21359E-23 3.97562E-22 -5.62014E-20 0.00000E+00 1.41387E-17
123 3.37372E-19 1.05677E-17 9.49647E-22 2.82103E-18 1.37136E-20 8.36467E-23 2.21359E-23 3.97666E-22 -5.15748E-20 0.00000E+00 1.36897E-17
124 3.37371E-19 1.02833E-17 9.08283E-22 2.74698E-18 1.37674E-20 8.82132E-23 2.21359E-23 4.00683E-22 -5.15748E-20 0.00000E+00 1.33312E-17
125 3.37369E-19 9.99581E-18 8.67297E-22 2.67190E-18 1.38215E-20 9.28289E-23 2.21359E-23 4.02589E-22 -5.15748E-20 0.00000E+00 1.29687E-17
126 3.37367E-19 9.70661E-18 8.26906E-22 2.59613E-18 1.38758E-20 9.74725E-23 2.21359E-23 4.03453E-22 -5.15748E-20 0.00000E+00 1.26038E-17
127 3.37366E-19 9.41698E-18 7.87314E-22 2.52003E-18 1.39299E-20 1.02123E-22 2.21359E-23 4.03356E-22 -5.15748E-20 0.00000E+00 1.22380E-17
128 3.37377E-19 9.12431E-18 6.71783E-22 2.44291E-18 1.40144E-20 1.06712E-22 2.21359E-23 4.02250E-22 -5.12663E-20 0.00000E+00 1.18685E-17
129 3.37381E-19 8.83615E-18 6.05816E-22 2.36681E-18 1.40831E-20 1.11288E-22 2.21359E-23 4.00478E-22 -5.11120E-20 0.00000E+00 1.15045E-17
130 3.37423E-19 8.54074E-18 4.02069E-22 2.28859E-18 1.42451E-20 1.15661E-22 2.21359E-23 3.97737E-22 -5.00320E-20 0.00000E+00 1.11319E-17
131 3.37459E-19 8.25284E-18 2.89473E-22 2.21222E-18 1.43925E-20 1.19976E-22 2.21359E-23 3.94568E-22 -4.91061E-20 0.00000E+00 1.07686E-17
132 3.37476E-19 7.97649E-18 2.44737E-22 2.13878E-18 1.44917E-20 1.24279E-22 2.21359E-23 3.91139E-22 -4.86431E-20 0.00000E+00 1.04194E-17
133 3.37499E-19 7.70511E-18 2.02245E-22 2.06654E-18 1.46066E-20 1.28456E-22 2.21359E-23 3.87313E-22 -4.80257E-20 0.00000E+00 1.00765E-17
134 3.37521E-19 7.39051E-18 1.70364E-22 1.98266E-18 1.47306E-20 1.33343E-22 2.21359E-23 3.82397E-22 -4.74082E-20 0.00000E+00 9.67872E-18
135 3.37556E-19 7.13298E-18 1.40704E-22 1.91390E-18 1.48787E-20 1.37208E-22 2.21359E-23 3.77988E-22 -4.64818E-20 0.00000E+00 9.35351E-18
136 3.37567E-19 6.88979E-18 1.31590E-22 1.84889E-18 1.49578E-20 1.41063E-22 2.21359E-23 3.73584E-22 -4.61729E-20 0.00000E+00 9.04571E-18
137 3.37566E-19 6.65743E-18 1.28872E-22 1.78671E-18 1.50009E-20 1.44849E-22 2.21359E-23 3.69128E-22 -4.61729E-20 0.00000E+00 8.75120E-18
138 3.37588E-19 6.42801E-18 1.17168E-22 1.72526E-18 1.51122E-20 1.48388E-22 2.21359E-23 3.64518E-22 -4.55551E-20 0.00000E+00 8.46107E-18
139 3.37611E-19 6.20735E-18 1.08250E-22 1.66612E-18 1.52230E-20 1.51793E-22 2.21359E-23 3.59905E-22 -4.49371E-20 0.00000E+00 8.18201E-18
140 3.37658E-19 5.99074E-18 9.71949E-23 1.60802E-18 1.54064E-20 1.54939E-22 2.21359E-23 3.55225E-22 -4.37009E-20 0.00000E+00 7.90875E-18
141 3.37656E-19 5.79232E-18 9.56643E-23 1.55476E-18 1.54432E-20 1.58198E-22 2.21359E-23 3.50792E-22 -4.37009E-20 0.00000E+00 7.65711E-18
142 3.37679E-19 5.59755E-18 9.09837E-23 1.50246E-18 1.55528E-20 1.61204E-22 2.21359E-23 3.46333E-22 -4.30826E-20 0.00000E+00 7.41078E-18
143 3.37701E-19 5.41111E-18 8.69512E-23 1.45237E-18 1.56620E-20 1.64080E-22 2.21359E-23 3.41963E-22 -4.24641E-20 0.00000E+00 7.17499E-18
144 3.37747E-19 5.22877E-18 8.14415E-23 1.40338E-18 1.58487E-20 1.66702E-22 2.21359E-23 3.37580E-22 -4.12268E-20 0.00000E+00 6.94512E-18
145 3.37746E-19 5.06239E-18 8.01084E-23 1.35864E-18 1.58797E-20 1.69458E-22 2.21359E-23 3.33537E-22 -4.12268E-20 0.00000E+00 6.73403E-18
146 3.37800E-19 4.90996E-18 7.46057E-23 1.30947E-18 1.60964E-20 1.71529E-22 2.21359E-23 3.29656E-22 -3.97610E-20 0.00000E+00 6.53417E-18
147 3.37767E-19 4.75609E-18 7.57972E-23 1.27570E-18 1.60152E-20 1.74350E-22 2.21359E-23 3.25910E-22 -4.06079E-20 0.00000E+00 6.34556E-18
148 3.37766E-19 4.62212E-18 7.45764E-23 1.23965E-18 1.60401E-20 1.76575E-22 2.21359E-23 3.22524E-22 -4.06078E-20 0.00000E+00 6.17557E-18
149 3.37812E-19 4.48757E-18 7.04858E-23 1.20346E-18 1.62260E-20 1.78450E-22 2.21359E-23 3.19023E-22 -3.93696E-20 0.00000E+00 6.00629E-18
150 3.37811E-19 4.36532E-18 6.93359E-23 1.17055E-18 1.62489E-20 1.80490E-22 2.21359E-23 3.15886E-22 -3.93696E-20 0.00000E+00 5.85115E-18
