Particle [HI] [CII] [OI] [CI] CO p-H2 o-H2 Total 
186 0.00000E+00 2.71072E-19 1.52126E-18 2.61358E-21 1.33285E-18 4.26858E-18 1.39463E-17 2.13427E-17
187 0.00000E+00 2.70921E-19 1.49803E-18 2.61796E-21 1.33285E-18 4.26858E-18 1.39463E-17 2.13193E-17
188 0.00000E+00 2.70788E-19 1.47832E-18 2.62182E-21 1.33285E-18 4.26858E-18 1.39463E-17 2.12995E-17
189 0.00000E+00 2.59487E-19 1.26109E-18 2.63288E-21 1.33285E-18 4.26858E-18 1.39463E-17 2.10710E-17
190 0.00000E+00 2.59386E-19 1.24830E-18 2.63585E-21 1.33285E-18 4.26858E-18 1.39463E-17 2.10581E-17
191 0.00000E+00 2.59295E-19 1.23727E-18 2.63853E-21 1.33285E-18 4.26858E-18 1.39463E-17 2.10470E-17
192 0.00000E+00 2.47582E-19 1.02682E-18 2.64873E-21 1.33285E-18 4.26858E-18 1.39463E-17 2.08248E-17
193 0.00000E+00 2.47509E-19 1.01915E-18 2.65097E-21 1.33285E-18 4.26858E-18 1.39463E-17 2.08171E-17
194 0.00000E+00 2.47442E-19 1.01237E-18 2.65303E-21 1.33285E-18 4.26858E-18 1.39463E-17 2.08102E-17
195 0.00000E+00 2.47379E-19 1.00622E-18 2.65498E-21 1.33285E-18 4.26858E-18 1.39463E-17 2.08040E-17
196 0.00000E+00 2.47325E-19 1.00101E-18 2.65672E-21 1.33285E-18 4.26858E-18 1.39463E-17 2.07988E-17
197 0.00000E+00 2.47275E-19 9.96478E-19 2.65833E-21 1.33285E-18 4.26858E-18 1.39463E-17 2.07942E-17
198 0.00000E+00 2.47229E-19 9.92356E-19 2.65984E-21 1.33285E-18 4.26858E-18 1.39463E-17 2.07900E-17
199 0.00000E+00 2.35027E-19 7.99418E-19 2.66813E-21 1.33285E-18 4.26858E-18 1.39463E-17 2.05849E-17
200 0.00000E+00 2.34987E-19 7.96342E-19 2.66949E-21 1.33285E-18 4.26858E-18 1.39463E-17 2.05818E-17
201 0.00000E+00 2.34949E-19 7.93512E-19 2.67079E-21 1.33285E-18 4.26858E-18 1.39463E-17 2.05789E-17
202 0.00000E+00 2.34913E-19 7.90849E-19 2.67206E-21 1.33285E-18 4.26858E-18 1.39463E-17 2.05762E-17
203 0.00000E+00 2.34879E-19 7.88433E-19 2.67324E-21 1.33285E-18 4.26858E-18 1.39463E-17 2.05738E-17
204 0.00000E+00 2.34846E-19 7.86188E-19 2.67438E-21 1.33285E-18 4.26858E-18 1.39463E-17 2.05715E-17
205 0.00000E+00 2.34816E-19 7.84096E-19 2.67548E-21 1.33285E-18 4.26858E-18 1.39463E-17 2.05694E-17
206 0.00000E+00 2.34786E-19 7.82103E-19 2.67656E-21 1.33285E-18 4.26858E-18 1.39463E-17 2.05673E-17
207 0.00000E+00 2.34758E-19 7.80276E-19 2.67758E-21 1.33285E-18 4.26858E-18 1.39463E-17 2.05655E-17
208 0.00000E+00 2.34731E-19 7.78560E-19 2.67856E-21 1.33285E-18 4.26858E-18 1.39463E-17 2.05637E-17
209 0.00000E+00 2.34704E-19 7.76915E-19 2.67954E-21 1.33285E-18 4.26858E-18 1.39463E-17 2.05621E-17
