Particle [HI] [CII] [OI] [CI] CO p-H2 o-H2 Total
92 0.00000E+00 4.60671E-22 1.92296E-22 2.23873E-26 1.35069E-33 1.83224E-27 2.79277E-28 6.52992E-22
93 0.00000E+00 4.60671E-22 1.92296E-22 2.23874E-26 1.35082E-33 1.83242E-27 2.79304E-28 6.52992E-22
94 0.00000E+00 4.60671E-22 1.92296E-22 2.23875E-26 1.35096E-33 1.83260E-27 2.79332E-28 6.52991E-22
95 0.00000E+00 4.60670E-22 1.92296E-22 2.23876E-26 1.35109E-33 1.83278E-27 2.79359E-28 6.52991E-22
96 0.00000E+00 4.60670E-22 1.92296E-22 2.23877E-26 1.35122E-33 1.83296E-27 2.79386E-28 6.52991E-22
97 0.00000E+00 4.60670E-22 1.92296E-22 2.23878E-26 1.35136E-33 1.83314E-27 2.79413E-28 6.52991E-22
98 0.00000E+00 4.60670E-22 1.92296E-22 2.23879E-26 1.35149E-33 1.83331E-27 2.79440E-28 6.52991E-22
99 0.00000E+00 4.60670E-22 1.92296E-22 2.23880E-26 1.35162E-33 1.83349E-27 2.79467E-28 6.52991E-22
100 0.00000E+00 4.60670E-22 1.92296E-22 2.23880E-26 1.35176E-33 1.83367E-27 2.79495E-28 6.52991E-22
101 0.00000E+00 4.60670E-22 1.92296E-22 2.23881E-26 1.35188E-33 1.83384E-27 2.79520E-28 6.52991E-22
102 0.00000E+00 4.60670E-22 1.92296E-22 2.23882E-26 1.35201E-33 1.83402E-27 2.79547E-28 6.52991E-22
103 0.00000E+00 4.60670E-22 1.92296E-22 2.23883E-26 1.35215E-33 1.83420E-27 2.79575E-28 6.52991E-22
104 0.00000E+00 4.60670E-22 1.92296E-22 2.23883E-26 1.35228E-33 1.83438E-27 2.79602E-28 6.52990E-22
105 0.00000E+00 4.60670E-22 1.92296E-22 2.23884E-26 1.35241E-33 1.83456E-27 2.79629E-28 6.52990E-22
106 0.00000E+00 4.60670E-22 1.92296E-22 2.23885E-26 1.35255E-33 1.83474E-27 2.79656E-28 6.52990E-22
107 0.00000E+00 4.60670E-22 1.92296E-22 2.23886E-26 1.35268E-33 1.83491E-27 2.79684E-28 6.52990E-22
