 Photoelectric H2Formation FUVPumping Photodissociation Cionization CRheating Chemheating turbHeating gasGrainColls
   1.2718188321887215E-022   6.6313460360925807E-023   3.4465474240437252E-031   1.5500629907316884E-024   0.0000000000000000        1.5371280957240000E-025   0.0000000000000000        7.0000000000000008E-026  -3.2633401340444755E-025
   1.2718188321887215E-022   6.6313460360925807E-023   3.4465474240437252E-031   1.5500629907316884E-024   0.0000000000000000        1.5371280957240000E-025   0.0000000000000000        7.0000000000000008E-026  -3.2633401340444755E-025
   6.8398711048307194E-023   6.6828724951006626E-023   1.5287003663132190E-031   6.8752335906305139E-025   3.1197667266624943E-034   1.5371280957244068E-025   6.0222469419264974E-033   7.0000000000000008E-026  -3.3428561920805284E-025
   6.8398711048564615E-023   6.6828724950577653E-023   1.5287003659780299E-031   6.8752335906324470E-025   6.2395334385577814E-034   1.5371280957248393E-025   1.2044502530849426E-032   7.0000000000000008E-026  -3.3428561919468205E-025
   6.8398711049081598E-023   6.6828724949713547E-023   1.5287003653024891E-031   6.8752335906363160E-025   1.2479067176754435E-033   1.5371280957257040E-025   2.4088872131408738E-032   7.0000000000000008E-026  -3.3428561916773490E-025
   6.8398711050111331E-023   6.6828724947997654E-023   1.5287003639617384E-031   6.8752335906440523E-025   2.4958135145864876E-033   1.5371280957274339E-025   4.8177389620319240E-032   7.0000000000000008E-026  -3.3428561911425188E-025
   6.8398711052171384E-023   6.6828724944564259E-023   1.5287003612788316E-031   6.8752335906595256E-025   4.9916272258319434E-033   1.5371280957308931E-025   9.6353896614367015E-032   7.0000000000000008E-026  -3.3428561900723014E-025
   6.8398711056307067E-023   6.6828724937651306E-023   1.5287003558743753E-031   6.8752335906904723E-025   9.9832555751868635E-033   1.5371280957378123E-025   1.9270273929092090E-031   7.0000000000000008E-026  -3.3428561879164820E-025
   6.8398711064578410E-023   6.6828724923825411E-023   1.5287003450654517E-031   6.8752335907523704E-025   1.9966515016598891E-032   1.5371280957516509E-025   3.8538808559025246E-031   7.0000000000000008E-026  -3.3428561836048376E-025
   6.8398711081121071E-023   6.6828724896173670E-023   1.5287003234476332E-031   6.8752335908761656E-025   3.9933042453866651E-032   1.5371280957793286E-025   7.7072030828513393E-031   7.0000000000000008E-026  -3.3428561749815602E-025
   6.8398711114072823E-023   6.6828724841265659E-023   1.5287002805434699E-031   6.8752335911237559E-025   7.9866136931577180E-032   1.5371280958346833E-025   1.5412066627740626E-030   7.0000000000000008E-026  -3.3428561578669581E-025
   6.8398711179976208E-023   6.6828724731449637E-023   1.5287001947351485E-031   6.8752335916189366E-025   1.5973248675913669E-031   1.5371280959453933E-025   3.0814560371232884E-030   7.0000000000000008E-026  -3.3428561236377532E-025
   6.8398711311782403E-023   6.6828724511817639E-023   1.5287000231185601E-031   6.8752335926092970E-025   3.1946574956957826E-031   1.5371280961668128E-025   6.1594233970260652E-030   7.0000000000000008E-026  -3.3428560551793435E-025
   6.8398711575392948E-023   6.6828724072553197E-023   1.5286996798852362E-031   6.8752335945900141E-025   6.3893445310772626E-031   1.5371280966096509E-025   1.2305573618831293E-029   7.0000000000000008E-026  -3.3428559182623786E-025
   6.8398712102491597E-023   6.6828723194360516E-023   1.5286989937011761E-031   6.8752335985514439E-025   1.2778814209741602E-030   1.5371280974953262E-025   2.4555108376752639E-029   7.0000000000000008E-026  -3.3428556445406083E-025
   6.8398713156867559E-023   6.6828721437346712E-023   1.5286976208098526E-031   6.8752336064742675E-025   2.5558110275697688E-030   1.5371280992666690E-025   4.8894555508959916E-029   7.0000000000000008E-026  -3.3428550968874485E-025
   6.8398715265505331E-023   6.6828717923270062E-023   1.5286948749997545E-031   6.8752336223197936E-025   5.1118093258780878E-030   1.5371281028093273E-025   9.6952532465354311E-029   7.0000000000000008E-026  -3.3428540015648210E-025
   6.8398719482259414E-023   6.6828710895118008E-023   1.5286893834357257E-031   6.8752336540103683E-025   1.0224349161656221E-029   1.5371281098945373E-025   1.9067263333375684E-028   7.0000000000000008E-026  -3.3428518109204158E-025
   6.8398727946598833E-023   6.6828696741440380E-023   1.5286783189198786E-031   6.8752337173896781E-025   2.0451529812627231E-029   1.5371281240645457E-025   3.6894353128584425E-028   7.0000000000000008E-026  -3.3428473971444933E-025
   6.8398744869491689E-023   6.6828668427962208E-023   1.5286561856599923E-031   6.8752338441416709E-025   4.0913458126582634E-029   1.5371281524030808E-025   6.9357054823080183E-028   7.0000000000000008E-026  -3.3428385675598402E-025
   6.8398778686527229E-023   6.6828611797864333E-023   1.5286119201474579E-031   6.8752340976225131E-025   8.1863836227424917E-029   1.5371282090749767E-025   1.2356245885129102E-027   7.0000000000000008E-026  -3.3428209073926072E-025
   6.8398845939847850E-023   6.6828499347780380E-023   1.5285240825437320E-031   6.8752346045156358E-025   1.6384362649611664E-028   1.5371283224034405E-025   2.0272592032605475E-027   7.0000000000000008E-026  -3.3427858576157260E-025
