Particle [HI] [CII] [OI] [CI] CO p-H2 o-H2 Total 
48 4.32820E-49 6.00802E-19 7.21057E-17 6.09929E-26 5.82182E-33 1.20379E-22 3.93294E-22 7.27070E-17
49 4.32819E-49 6.00802E-19 7.21057E-17 6.09929E-26 5.82182E-33 1.20379E-22 3.93294E-22 7.27070E-17
50 4.32819E-49 6.00802E-19 7.21057E-17 6.09929E-26 5.82182E-33 1.20379E-22 3.93294E-22 7.27070E-17
51 4.32819E-49 6.00802E-19 7.21057E-17 6.09930E-26 5.82182E-33 1.20379E-22 3.93294E-22 7.27070E-17
52 4.32819E-49 6.00802E-19 7.21057E-17 6.09930E-26 5.82182E-33 1.20379E-22 3.93294E-22 7.27070E-17
53 4.32818E-49 6.00802E-19 7.21057E-17 6.09930E-26 5.82182E-33 1.20379E-22 3.93294E-22 7.27070E-17
54 4.32818E-49 6.00802E-19 7.21057E-17 6.09930E-26 5.82182E-33 1.20379E-22 3.93294E-22 7.27070E-17
55 4.32817E-49 6.00802E-19 7.21057E-17 6.09930E-26 5.82182E-33 1.20379E-22 3.93294E-22 7.27070E-17
56 4.32817E-49 6.00802E-19 7.21057E-17 6.09930E-26 5.82182E-33 1.20379E-22 3.93294E-22 7.27070E-17
57 4.32816E-49 6.00802E-19 7.21057E-17 6.09930E-26 5.82183E-33 1.20379E-22 3.93294E-22 7.27070E-17
58 4.32816E-49 6.00802E-19 7.21057E-17 6.09930E-26 5.82183E-33 1.20379E-22 3.93294E-22 7.27070E-17
59 4.32816E-49 6.00802E-19 7.21057E-17 6.09930E-26 5.82183E-33 1.20379E-22 3.93294E-22 7.27070E-17
60 4.32816E-49 6.00802E-19 7.21057E-17 6.09930E-26 5.82183E-33 1.20379E-22 3.93294E-22 7.27070E-17
61 4.32815E-49 6.00802E-19 7.21057E-17 6.09930E-26 5.82183E-33 1.20379E-22 3.93294E-22 7.27070E-17
62 4.32815E-49 6.00802E-19 7.21057E-17 6.09930E-26 5.82183E-33 1.20379E-22 3.93294E-22 7.27070E-17
63 4.32814E-49 6.00802E-19 7.21057E-17 6.09930E-26 5.82183E-33 1.20379E-22 3.93294E-22 7.27070E-17
64 4.32814E-49 6.00802E-19 7.21057E-17 6.09930E-26 5.82183E-33 1.20379E-22 3.93294E-22 7.27070E-17
65 4.32813E-49 6.00802E-19 7.21057E-17 6.09930E-26 5.82183E-33 1.20379E-22 3.93294E-22 7.27070E-17
66 4.32813E-49 6.00802E-19 7.21057E-17 6.09930E-26 5.82183E-33 1.20379E-22 3.93294E-22 7.27070E-17
67 4.32813E-49 6.00802E-19 7.21057E-17 6.09930E-26 5.82183E-33 1.20379E-22 3.93294E-22 7.27070E-17
68 4.32813E-49 6.00802E-19 7.21057E-17 6.09930E-26 5.82183E-33 1.20379E-22 3.93294E-22 7.27070E-17
