Time,Density,gasTemp,dustTemp,av,H2O ,H2  ,H   ,H+  ,HE+ ,C   ,C+  ,O   ,O+  ,CO  ,CO+ ,E-  
  1.000E-07, 1.0000E+03,  100.00,   14.69, 2.5440E-05, 1.238E-30, 3.000E-01, 4.000E-01, 1.660E-17, 4.269E-18, 1.860E-15, 1.000E-04, 3.000E-04, 7.623E-20, 4.380E-28, 1.778E-22, 1.000E-04
  2.000E-07, 1.0000E+03,  100.00,   14.69, 2.5440E-05, 2.725E-30, 3.000E-01, 4.000E-01, 3.320E-17, 8.538E-18, 3.721E-15, 1.000E-04, 3.000E-04, 1.525E-19, 9.640E-28, 3.556E-22, 1.000E-04
  4.000E-07, 1.0000E+03,  100.00,   14.69, 2.5440E-05, 9.520E-30, 3.000E-01, 4.000E-01, 6.640E-17, 1.708E-17, 7.441E-15, 1.000E-04, 3.000E-04, 3.049E-19, 3.368E-27, 7.113E-22, 1.000E-04
  8.000E-07, 1.0000E+03,  100.00,   14.69, 2.5440E-05, 2.979E-29, 3.000E-01, 4.000E-01, 1.328E-16, 3.415E-17, 1.488E-14, 1.000E-04, 3.000E-04, 6.099E-19, 1.054E-26, 1.423E-21, 1.000E-04
  1.600E-06, 1.0000E+03,  100.00,   14.69, 2.5440E-05, 8.846E-29, 3.000E-01, 4.000E-01, 2.656E-16, 6.830E-17, 2.976E-14, 1.000E-04, 3.000E-04, 1.220E-18, 3.130E-26, 2.845E-21, 1.000E-04
  3.200E-06, 1.0000E+03,  100.00,   14.69, 2.5440E-05, 3.710E-28, 3.000E-01, 4.000E-01, 5.312E-16, 1.366E-16, 5.953E-14, 1.000E-04, 3.000E-04, 2.439E-18, 1.314E-25, 5.691E-21, 1.000E-04
  6.400E-06, 1.0000E+03,  100.00,   14.69, 2.5440E-05, 1.349E-27, 3.000E-01, 4.000E-01, 1.062E-15, 2.732E-16, 1.191E-13, 1.000E-04, 3.000E-04, 4.879E-18, 4.780E-25, 1.138E-20, 1.000E-04
  1.280E-05, 1.0000E+03,  100.00,   14.69, 2.5440E-05, 4.692E-27, 3.000E-01, 4.000E-01, 2.125E-15, 5.464E-16, 2.381E-13, 1.000E-04, 3.000E-04, 9.756E-18, 1.665E-24, 2.277E-20, 1.000E-04
  2.560E-05, 1.0000E+03,  100.00,   14.69, 2.5440E-05, 1.860E-26, 3.000E-01, 4.000E-01, 4.250E-15, 1.093E-15, 4.762E-13, 1.000E-04, 3.000E-04, 1.951E-17, 6.655E-24, 4.555E-20, 1.000E-04
  5.120E-05, 1.0000E+03,  100.00,   14.69, 2.5440E-05, 7.186E-26, 3.000E-01, 4.000E-01, 8.501E-15, 2.186E-15, 9.525E-13, 1.000E-04, 3.000E-04, 3.901E-17, 2.588E-23, 9.114E-20, 1.000E-04
  1.024E-04, 1.0000E+03,  100.00,   14.69, 2.5440E-05, 2.715E-25, 3.000E-01, 4.000E-01, 1.701E-14, 4.371E-15, 1.905E-12, 1.000E-04, 3.000E-04, 7.797E-17, 9.845E-23, 1.825E-19, 1.000E-04
  2.048E-04, 1.0000E+03,  100.00,   14.69, 2.5440E-05, 1.063E-24, 3.000E-01, 4.000E-01, 3.402E-14, 8.742E-15, 3.810E-12, 1.000E-04, 3.000E-04, 1.558E-16, 4.086E-22, 3.656E-19, 1.000E-04
  4.096E-04, 1.0000E+03,  100.00,   14.69, 2.5440E-05, 4.226E-24, 3.000E-01, 4.000E-01, 6.809E-14, 1.748E-14, 7.620E-12, 1.000E-04, 3.000E-04, 3.108E-16, 1.733E-21, 7.339E-19, 1.000E-04
  8.192E-04, 1.0000E+03,  100.00,   14.69, 2.5440E-05, 1.658E-23, 3.000E-01, 4.000E-01, 1.364E-13, 3.497E-14, 1.524E-11, 1.000E-04, 3.000E-04, 6.189E-16, 7.125E-21, 1.478E-18, 1.000E-04
  1.638E-03, 1.0000E+03,  100.00,   14.69, 2.5440E-05, 6.521E-23, 3.000E-01, 4.000E-01, 2.735E-13, 6.994E-14, 3.048E-11, 1.000E-04, 3.000E-04, 1.227E-15, 3.033E-20, 2.998E-18, 1.000E-04
  3.277E-03, 1.0000E+03,  100.01,   14.69, 2.5440E-05, 2.677E-22, 3.000E-01, 4.000E-01, 5.499E-13, 1.399E-13, 6.097E-11, 1.000E-04, 3.000E-04, 2.413E-15, 1.567E-19, 6.151E-18, 1.000E-04
  6.554E-03, 1.0000E+03,  100.01,   14.69, 2.5440E-05, 1.131E-21, 3.000E-01, 4.000E-01, 1.111E-12, 2.798E-13, 1.219E-10, 1.000E-04, 3.000E-04, 4.664E-15, 8.023E-19, 1.289E-17, 1.000E-04
  1.311E-02, 1.0000E+03,  100.03,   14.69, 2.5440E-05, 1.030E-20, 3.000E-01, 4.000E-01, 2.261E-12, 5.595E-13, 2.439E-10, 1.000E-04, 3.000E-04, 8.746E-15, 5.202E-18, 2.764E-17, 1.000E-04
  2.621E-02, 1.0000E+03,  100.05,   14.69, 2.5440E-05, 9.179E-20, 3.000E-01, 4.000E-01, 4.657E-12, 1.119E-12, 4.880E-10, 1.000E-04, 3.000E-04, 1.541E-14, 3.146E-17, 6.099E-17, 1.000E-04
  5.243E-02, 1.0000E+03,  100.10,   14.69, 2.5440E-05, 1.218E-18, 3.000E-01, 4.001E-01, 9.712E-12, 2.238E-12, 9.766E-10, 1.000E-04, 3.000E-04, 2.430E-14, 2.001E-16, 1.337E-16, 1.000E-04
  1.049E-01, 1.0000E+03,  100.20,   14.69, 2.5440E-05, 2.101E-17, 2.999E-01, 4.002E-01, 2.031E-11, 4.476E-12, 1.954E-09, 1.000E-04, 3.000E-04, 3.234E-14, 1.310E-15, 2.690E-16, 1.000E-04
  2.097E-01, 1.0000E+03,  100.40,   14.69, 2.5440E-05, 3.432E-16, 2.998E-01, 4.003E-01, 4.195E-11, 8.952E-12, 3.908E-09, 1.000E-04, 3.000E-04, 3.613E-14, 8.354E-15, 4.750E-16, 1.000E-04
  4.194E-01, 1.0000E+03,  100.81,   14.69, 2.5440E-05, 4.027E-15, 2.997E-01, 4.007E-01, 8.539E-11, 1.790E-11, 7.806E-09, 9.999E-05, 3.000E-04, 3.754E-14, 4.945E-14, 8.105E-16, 1.000E-04
  8.389E-01, 1.0000E+03,  101.62,   14.69, 2.5440E-05, 3.029E-14, 2.993E-01, 4.013E-01, 1.724E-10, 3.580E-11, 1.557E-08, 9.998E-05, 3.000E-04, 3.972E-14, 2.565E-13, 1.468E-15, 1.000E-04
  1.678E+00, 1.0000E+03,  103.23,   14.69, 2.5440E-05, 1.536E-13, 2.987E-01, 4.026E-01, 3.467E-10, 7.160E-11, 3.098E-08, 9.997E-05, 3.000E-04, 4.422E-14, 1.070E-12, 2.804E-15, 1.000E-04
  3.355E+00, 1.0000E+03,  106.45,   14.69, 2.5440E-05, 5.896E-13, 2.974E-01, 4.053E-01, 6.965E-10, 1.432E-10, 6.113E-08, 9.994E-05, 3.000E-04, 5.379E-14, 3.386E-12, 5.526E-15, 1.001E-04
  6.711E+00, 1.0000E+03,  112.83,   14.69, 2.5440E-05, 1.799E-12, 2.947E-01, 4.105E-01, 1.401E-09, 2.861E-10, 1.180E-07, 9.988E-05, 3.000E-04, 7.520E-14, 8.484E-12, 1.098E-14, 1.001E-04
  1.342E+01, 1.0000E+03,  125.33,   14.69, 2.5440E-05, 4.455E-12, 2.896E-01, 4.208E-01, 2.830E-09, 5.716E-10, 2.183E-07, 9.978E-05, 3.000E-04, 1.274E-13, 1.849E-11, 2.111E-14, 1.003E-04
  2.684E+01, 1.0000E+03,  149.52,   14.69, 2.5440E-05, 9.750E-12, 2.795E-01, 4.409E-01, 5.756E-09, 1.140E-09, 3.717E-07, 9.963E-05, 3.000E-04, 2.708E-13, 3.735E-11, 3.816E-14, 1.006E-04
  5.369E+01, 1.0000E+03,  194.98,   14.69, 2.5440E-05, 2.249E-11, 2.605E-01, 4.791E-01, 1.183E-08, 2.270E-09, 5.410E-07, 9.946E-05, 3.000E-04, 7.160E-13, 7.227E-11, 6.709E-14, 1.012E-04
  1.074E+02, 1.0000E+03,  277.31,   14.69, 2.5440E-05, 5.984E-11, 2.262E-01, 5.477E-01, 2.453E-08, 4.502E-09, 5.855E-07, 9.941E-05, 3.000E-04, 2.194E-12, 1.454E-10, 1.276E-13, 1.023E-04
