Time,Density,gasTemp,dustTemp,av,H2O ,H2  ,H   ,H+  ,HE+ ,C   ,C+  ,O   ,O+  ,CO  ,CO+ ,E-  
  1.000E-07, 1.0000E+03,  100.00,   14.69, 2.5442E-04, 1.238E-30, 3.000E-01, 4.000E-01, 1.660E-17, 4.269E-18, 1.860E-15, 1.000E-04, 3.000E-04, 7.623E-20, 4.380E-28, 1.778E-22, 1.000E-04
  2.000E-07, 1.0000E+03,  100.00,   14.69, 2.5442E-04, 2.725E-30, 3.000E-01, 4.000E-01, 3.320E-17, 8.538E-18, 3.721E-15, 1.000E-04, 3.000E-04, 1.525E-19, 9.639E-28, 3.556E-22, 1.000E-04
  4.000E-07, 1.0000E+03,  100.00,   14.69, 2.5442E-04, 9.520E-30, 3.000E-01, 4.000E-01, 6.640E-17, 1.708E-17, 7.441E-15, 1.000E-04, 3.000E-04, 3.049E-19, 3.368E-27, 7.113E-22, 1.000E-04
  8.000E-07, 1.0000E+03,  100.00,   14.69, 2.5442E-04, 2.979E-29, 3.000E-01, 4.000E-01, 1.328E-16, 3.415E-17, 1.488E-14, 1.000E-04, 3.000E-04, 6.099E-19, 1.054E-26, 1.423E-21, 1.000E-04
  1.600E-06, 1.0000E+03,  100.00,   14.69, 2.5442E-04, 8.847E-29, 3.000E-01, 4.000E-01, 2.656E-16, 6.830E-17, 2.976E-14, 1.000E-04, 3.000E-04, 1.220E-18, 3.130E-26, 2.845E-21, 1.000E-04
  3.200E-06, 1.0000E+03,  100.00,   14.69, 2.5442E-04, 3.710E-28, 3.000E-01, 4.000E-01, 5.312E-16, 1.366E-16, 5.953E-14, 1.000E-04, 3.000E-04, 2.439E-18, 1.314E-25, 5.691E-21, 1.000E-04
  6.400E-06, 1.0000E+03,  100.00,   14.69, 2.5442E-04, 1.349E-27, 3.000E-01, 4.000E-01, 1.062E-15, 2.732E-16, 1.191E-13, 1.000E-04, 3.000E-04, 4.879E-18, 4.780E-25, 1.138E-20, 1.000E-04
  1.280E-05, 1.0000E+03,  100.00,   14.69, 2.5442E-04, 4.693E-27, 3.000E-01, 4.000E-01, 2.125E-15, 5.464E-16, 2.381E-13, 1.000E-04, 3.000E-04, 9.756E-18, 1.665E-24, 2.277E-20, 1.000E-04
  2.560E-05, 1.0000E+03,  100.00,   14.69, 2.5442E-04, 1.860E-26, 3.000E-01, 4.000E-01, 4.250E-15, 1.093E-15, 4.762E-13, 1.000E-04, 3.000E-04, 1.951E-17, 6.655E-24, 4.555E-20, 1.000E-04
  5.120E-05, 1.0000E+03,  100.00,   14.69, 2.5442E-04, 7.187E-26, 3.000E-01, 4.000E-01, 8.501E-15, 2.186E-15, 9.525E-13, 1.000E-04, 3.000E-04, 3.901E-17, 2.588E-23, 9.114E-20, 1.000E-04
  1.024E-04, 1.0000E+03,  100.00,   14.69, 2.5442E-04, 2.715E-25, 3.000E-01, 4.000E-01, 1.701E-14, 4.371E-15, 1.905E-12, 1.000E-04, 3.000E-04, 7.797E-17, 9.845E-23, 1.825E-19, 1.000E-04
  2.048E-04, 1.0000E+03,  100.00,   14.69, 2.5442E-04, 1.063E-24, 3.000E-01, 4.000E-01, 3.402E-14, 8.742E-15, 3.810E-12, 1.000E-04, 3.000E-04, 1.558E-16, 4.086E-22, 3.656E-19, 1.000E-04
  4.096E-04, 1.0000E+03,  100.00,   14.69, 2.5442E-04, 4.226E-24, 3.000E-01, 4.000E-01, 6.809E-14, 1.748E-14, 7.620E-12, 1.000E-04, 3.000E-04, 3.108E-16, 1.733E-21, 7.339E-19, 1.000E-04
  8.192E-04, 1.0000E+03,  100.00,   14.69, 2.5442E-04, 1.658E-23, 3.000E-01, 4.000E-01, 1.364E-13, 3.497E-14, 1.524E-11, 1.000E-04, 3.000E-04, 6.189E-16, 7.126E-21, 1.478E-18, 1.000E-04
  1.638E-03, 1.0000E+03,  100.00,   14.69, 2.5442E-04, 6.521E-23, 3.000E-01, 4.000E-01, 2.735E-13, 6.994E-14, 3.048E-11, 1.000E-04, 3.000E-04, 1.227E-15, 3.033E-20, 2.998E-18, 1.000E-04
  3.277E-03, 1.0000E+03,  100.00,   14.69, 2.5442E-04, 2.677E-22, 3.000E-01, 4.000E-01, 5.499E-13, 1.399E-13, 6.097E-11, 1.000E-04, 3.000E-04, 2.413E-15, 1.567E-19, 6.151E-18, 1.000E-04
  6.554E-03, 1.0000E+03,  100.01,   14.69, 2.5442E-04, 1.131E-21, 3.000E-01, 4.000E-01, 1.111E-12, 2.798E-13, 1.219E-10, 1.000E-04, 3.000E-04, 4.664E-15, 8.023E-19, 1.289E-17, 1.000E-04
  1.311E-02, 1.0000E+03,  100.01,   14.69, 2.5442E-04, 1.030E-20, 3.000E-01, 4.000E-01, 2.261E-12, 5.595E-13, 2.439E-10, 1.000E-04, 3.000E-04, 8.746E-15, 5.202E-18, 2.764E-17, 1.000E-04
  2.621E-02, 1.0000E+03,  100.02,   14.69, 2.5442E-04, 9.181E-20, 3.000E-01, 4.000E-01, 4.657E-12, 1.119E-12, 4.880E-10, 1.000E-04, 3.000E-04, 1.541E-14, 3.146E-17, 6.099E-17, 1.000E-04
  5.243E-02, 1.0000E+03,  100.05,   14.69, 2.5442E-04, 1.218E-18, 3.000E-01, 4.000E-01, 9.712E-12, 2.238E-12, 9.766E-10, 1.000E-04, 3.000E-04, 2.430E-14, 2.001E-16, 1.337E-16, 1.000E-04
  1.049E-01, 1.0000E+03,  100.10,   14.69, 2.5442E-04, 2.102E-17, 3.000E-01, 4.001E-01, 2.030E-11, 4.476E-12, 1.954E-09, 1.000E-04, 3.000E-04, 3.234E-14, 1.311E-15, 2.690E-16, 1.000E-04
  2.097E-01, 1.0000E+03,  100.19,   14.69, 2.5442E-04, 3.435E-16, 2.999E-01, 4.002E-01, 4.194E-11, 8.952E-12, 3.908E-09, 1.000E-04, 3.000E-04, 3.613E-14, 8.362E-15, 4.750E-16, 1.000E-04
  4.194E-01, 1.0000E+03,  100.38,   14.69, 2.5442E-04, 4.032E-15, 2.998E-01, 4.003E-01, 8.536E-11, 1.790E-11, 7.807E-09, 9.999E-05, 3.000E-04, 3.752E-14, 4.955E-14, 8.110E-16, 1.000E-04
  8.389E-01, 1.0000E+03,  100.76,   14.69, 2.5442E-04, 3.035E-14, 2.997E-01, 4.006E-01, 1.722E-10, 3.580E-11, 1.557E-08, 9.998E-05, 3.000E-04, 3.967E-14, 2.574E-13, 1.471E-15, 1.000E-04
  1.678E+00, 1.0000E+03,  101.53,   14.69, 2.5442E-04, 1.539E-13, 2.994E-01, 4.013E-01, 3.461E-10, 7.160E-11, 3.098E-08, 9.997E-05, 3.000E-04, 4.402E-14, 1.076E-12, 2.817E-15, 1.000E-04
  3.355E+00, 1.0000E+03,  103.05,   14.69, 2.5442E-04, 5.905E-13, 2.987E-01, 4.025E-01, 6.944E-10, 1.432E-10, 6.116E-08, 9.994E-05, 3.000E-04, 5.298E-14, 3.428E-12, 5.584E-15, 1.001E-04
  6.711E+00, 1.0000E+03,  106.08,   14.69, 2.5442E-04, 1.794E-12, 2.975E-01, 4.051E-01, 1.393E-09, 2.861E-10, 1.182E-07, 9.988E-05, 3.000E-04, 7.195E-14, 8.700E-12, 1.120E-14, 1.001E-04
  1.342E+01, 1.0000E+03,  112.06,   14.69, 2.5442E-04, 4.368E-12, 2.950E-01, 4.101E-01, 2.798E-09, 5.716E-10, 2.189E-07, 9.978E-05, 3.000E-04, 1.142E-13, 1.941E-11, 2.181E-14, 1.003E-04
  2.684E+01, 1.0000E+03,  123.77,   14.69, 2.5442E-04, 9.072E-12, 2.900E-01, 4.200E-01, 5.637E-09, 1.140E-09, 3.739E-07, 9.963E-05, 3.000E-04, 2.158E-13, 4.061E-11, 3.984E-14, 1.006E-04
  5.369E+01, 1.0000E+03,  146.17,   14.69, 2.5442E-04, 1.853E-11, 2.804E-01, 4.393E-01, 1.141E-08, 2.270E-09, 5.469E-07, 9.945E-05, 3.000E-04, 4.900E-13, 8.107E-11, 6.872E-14, 1.012E-04
  1.074E+02, 1.0000E+03,  186.24,   14.69, 2.5442E-04, 4.359E-11, 2.620E-01, 4.760E-01, 2.317E-08, 4.498E-09, 5.977E-07, 9.940E-05, 3.000E-04, 1.316E-12, 1.579E-10, 1.224E-13, 1.022E-04
  2.147E+02, 1.0000E+03,  254.79,   14.69, 2.5442E-04, 1.124E-10, 2.289E-01, 5.423E-01, 4.675E-08, 8.845E-09, 3.913E-07, 9.961E-05, 3.000E-04, 3.900E-12, 3.390E-10, 2.444E-13, 1.037E-04
  4.295E+02, 1.0000E+03,  355.30,   14.69, 2.5442E-04, 2.499E-10, 1.747E-01, 6.507E-01, 9.143E-08, 1.721E-08, 1.328E-07, 9.987E-05, 3.000E-04, 1.143E-11, 7.809E-10, 4.488E-13, 1.048E-04
  8.590E+02, 1.0000E+03,  429.69,   14.69, 2.5442E-04, 3.578E-10, 1.019E-01, 7.962E-01, 1.766E-07, 3.321E-08, 5.656E-08, 9.994E-05, 3.000E-04, 3.047E-11, 1.812E-09, 8.212E-13, 1.051E-04
  1.718E+03, 1.0000E+03,  349.41,   14.69, 2.5442E-04, 1.976E-10, 3.528E-02, 9.294E-01, 3.870E-07, 6.445E-08, 4.942E-08, 9.995E-05, 3.000E-04, 7.740E-11, 2.444E-09, 9.972E-13, 1.054E-04
  1.818E+03, 1.0000E+03,  329.64,   14.69, 2.5442E-04, 1.310E-10, 3.127E-02, 9.375E-01, 4.152E-07, 6.808E-08, 5.088E-08, 9.995E-05, 3.000E-04, 7.458E-11, 1.670E-09, 3.931E-13, 1.054E-04
