Time,Density,gasTemp,dustTemp,av,H2O ,H2  ,H   ,H+  ,HE+ ,C   ,C+  ,O   ,O+  ,CO  ,CO+ ,E-  
  1.000E-07, 1.0000E+03,  100.00,   14.69, 2.5440E-06, 1.238E-30, 3.000E-01, 4.000E-01, 1.660E-17, 4.269E-18, 1.860E-15, 1.000E-04, 3.000E-04, 7.623E-20, 4.380E-28, 1.778E-22, 1.000E-04
  2.000E-07, 1.0000E+03,  100.00,   14.69, 2.5440E-06, 2.725E-30, 3.000E-01, 4.000E-01, 3.320E-17, 8.538E-18, 3.721E-15, 1.000E-04, 3.000E-04, 1.525E-19, 9.640E-28, 3.556E-22, 1.000E-04
  4.000E-07, 1.0000E+03,  100.00,   14.69, 2.5440E-06, 9.520E-30, 3.000E-01, 4.000E-01, 6.640E-17, 1.708E-17, 7.441E-15, 1.000E-04, 3.000E-04, 3.049E-19, 3.368E-27, 7.113E-22, 1.000E-04
  8.000E-07, 1.0000E+03,  100.00,   14.69, 2.5440E-06, 2.979E-29, 3.000E-01, 4.000E-01, 1.328E-16, 3.415E-17, 1.488E-14, 1.000E-04, 3.000E-04, 6.099E-19, 1.054E-26, 1.423E-21, 1.000E-04
  1.600E-06, 1.0000E+03,  100.00,   14.69, 2.5440E-06, 8.846E-29, 3.000E-01, 4.000E-01, 2.656E-16, 6.830E-17, 2.976E-14, 1.000E-04, 3.000E-04, 1.220E-18, 3.130E-26, 2.845E-21, 1.000E-04
  3.200E-06, 1.0000E+03,  100.00,   14.69, 2.5440E-06, 3.710E-28, 3.000E-01, 4.000E-01, 5.312E-16, 1.366E-16, 5.953E-14, 1.000E-04, 3.000E-04, 2.439E-18, 1.314E-25, 5.691E-21, 1.000E-04
  6.400E-06, 1.0000E+03,  100.00,   14.69, 2.5440E-06, 1.349E-27, 3.000E-01, 4.000E-01, 1.062E-15, 2.732E-16, 1.191E-13, 1.000E-04, 3.000E-04, 4.879E-18, 4.780E-25, 1.138E-20, 1.000E-04
  1.280E-05, 1.0000E+03,  100.00,   14.69, 2.5440E-06, 4.692E-27, 3.000E-01, 4.000E-01, 2.125E-15, 5.464E-16, 2.381E-13, 1.000E-04, 3.000E-04, 9.756E-18, 1.665E-24, 2.277E-20, 1.000E-04
  2.560E-05, 1.0000E+03,  100.00,   14.69, 2.5440E-06, 1.860E-26, 3.000E-01, 4.000E-01, 4.250E-15, 1.093E-15, 4.762E-13, 1.000E-04, 3.000E-04, 1.951E-17, 6.655E-24, 4.555E-20, 1.000E-04
  5.120E-05, 1.0000E+03,  100.00,   14.69, 2.5440E-06, 7.186E-26, 3.000E-01, 4.000E-01, 8.501E-15, 2.186E-15, 9.525E-13, 1.000E-04, 3.000E-04, 3.901E-17, 2.588E-23, 9.114E-20, 1.000E-04
