Time,Density,gasTemp,dustTemp,av,H2O ,H2  ,H   ,H+  ,HE+ ,C   ,C+  ,O   ,O+  ,CO  ,CO+ ,E-  
  1.000E-07, 1.0000E+03,  100.00,   14.69, 9.9475E+01, 1.238E-30, 3.000E-01, 4.000E-01, 1.660E-17, 4.269E-18, 1.860E-15, 1.000E-04, 3.000E-04, 7.623E-20, 4.380E-28, 1.778E-22, 1.000E-04
  2.000E-07, 1.0000E+03,  100.00,   10.00, 9.9475E+01, 2.429E-30, 3.000E-01, 4.000E-01, 3.320E-17, 8.538E-18, 3.721E-15, 1.000E-04, 3.000E-04, 1.525E-19, 8.593E-28, 3.556E-22, 1.000E-04
  4.000E-07, 1.0000E+03,  100.00,   10.00, 9.9475E+01, 7.521E-30, 3.000E-01, 4.000E-01, 6.640E-17, 1.708E-17, 7.441E-15, 1.000E-04, 3.000E-04, 3.049E-19, 2.661E-27, 7.113E-22, 1.000E-04
  8.000E-07, 1.0000E+03,  100.00,   10.00, 9.9475E+01, 3.539E-29, 3.000E-01, 4.000E-01, 1.328E-16, 3.415E-17, 1.488E-14, 1.000E-04, 3.000E-04, 6.099E-19, 1.253E-26, 1.423E-21, 1.000E-04
  1.600E-06, 1.0000E+03,  100.00,   10.00, 9.9475E+01, 1.203E-28, 3.000E-01, 4.000E-01, 2.656E-16, 6.830E-17, 2.976E-14, 1.000E-04, 3.000E-04, 1.220E-18, 4.257E-26, 2.845E-21, 1.000E-04
  3.200E-06, 1.0000E+03,  100.00,   10.00, 9.9475E+01, 3.649E-28, 3.000E-01, 4.000E-01, 5.312E-16, 1.366E-16, 5.953E-14, 1.000E-04, 3.000E-04, 2.439E-18, 1.292E-25, 5.691E-21, 1.000E-04
  6.400E-06, 1.0000E+03,  100.00,   10.00, 9.9475E+01, 1.505E-27, 3.000E-01, 4.000E-01, 1.062E-15, 2.732E-16, 1.191E-13, 1.000E-04, 3.000E-04, 4.879E-18, 5.338E-25, 1.138E-20, 1.000E-04
  1.280E-05, 1.0000E+03,  100.00,   10.00, 9.9475E+01, 5.507E-27, 3.000E-01, 4.000E-01, 2.125E-15, 5.464E-16, 2.381E-13, 1.000E-04, 3.000E-04, 9.756E-18, 1.957E-24, 2.277E-20, 1.000E-04
  2.560E-05, 1.0000E+03,  100.00,   10.00, 9.9475E+01, 1.914E-26, 3.000E-01, 4.000E-01, 4.250E-15, 1.093E-15, 4.762E-13, 1.000E-04, 3.000E-04, 1.951E-17, 6.814E-24, 4.555E-20, 1.000E-04
  5.120E-05, 1.0000E+03,  100.00,   10.00, 9.9475E+01, 7.454E-26, 3.000E-01, 4.000E-01, 8.501E-15, 2.186E-15, 9.525E-13, 1.000E-04, 3.000E-04, 3.901E-17, 2.698E-23, 9.114E-20, 1.000E-04
  1.024E-04, 1.0000E+03,  100.00,   10.00, 9.9475E+01, 2.896E-25, 3.000E-01, 4.000E-01, 1.701E-14, 4.371E-15, 1.905E-12, 1.000E-04, 3.000E-04, 7.797E-17, 1.063E-22, 1.825E-19, 1.000E-04
  2.048E-04, 1.0000E+03,  100.00,   10.00, 9.9475E+01, 1.095E-24, 3.000E-01, 4.000E-01, 3.402E-14, 8.742E-15, 3.810E-12, 1.000E-04, 3.000E-04, 1.558E-16, 4.075E-22, 3.656E-19, 1.000E-04
  4.096E-04, 1.0000E+03,  100.00,   10.00, 9.9475E+01, 6.101E-24, 3.000E-01, 4.000E-01, 6.814E-14, 1.748E-14, 7.620E-12, 1.000E-04, 3.000E-04, 3.102E-16, 2.661E-21, 7.363E-19, 1.000E-04
  8.192E-04, 1.0000E+03,  100.00,   10.00, 9.9475E+01, 1.868E-23, 3.000E-01, 4.000E-01, 1.364E-13, 3.497E-14, 1.524E-11, 1.000E-04, 3.000E-04, 6.183E-16, 8.569E-21, 1.481E-18, 1.000E-04
  1.638E-03, 1.0000E+03,  100.00,   10.00, 9.9475E+01, 6.809E-23, 3.000E-01, 4.000E-01, 2.736E-13, 6.994E-14, 3.048E-11, 1.000E-04, 3.000E-04, 1.226E-15, 3.354E-20, 3.001E-18, 1.000E-04
  3.277E-03, 1.0000E+03,  100.00,   10.00, 9.9475E+01, 2.683E-22, 3.000E-01, 4.000E-01, 5.500E-13, 1.399E-13, 6.097E-11, 1.000E-04, 3.000E-04, 2.412E-15, 1.539E-19, 6.156E-18, 1.000E-04
  6.554E-03, 1.0000E+03,  100.00,   10.00, 9.9475E+01, 1.155E-21, 3.000E-01, 4.000E-01, 1.111E-12, 2.798E-13, 1.220E-10, 1.000E-04, 3.000E-04, 4.663E-15, 8.176E-19, 1.289E-17, 1.000E-04
  1.311E-02, 1.0000E+03,  100.00,   10.00, 9.9475E+01, 7.009E-21, 3.000E-01, 4.000E-01, 2.262E-12, 5.595E-13, 2.440E-10, 1.000E-04, 3.000E-04, 8.730E-15, 4.795E-18, 2.774E-17, 1.000E-04
  2.621E-02, 1.0000E+03,  100.00,   10.00, 9.9475E+01, 6.997E-20, 3.000E-01, 4.000E-01, 4.658E-12, 1.119E-12, 4.882E-10, 1.000E-04, 3.000E-04, 1.537E-14, 3.023E-17, 6.117E-17, 1.000E-04
  5.243E-02, 1.0000E+03,  100.00,   10.00, 9.9475E+01, 1.083E-18, 3.000E-01, 4.000E-01, 9.710E-12, 2.238E-12, 9.771E-10, 1.000E-04, 3.000E-04, 2.423E-14, 1.974E-16, 1.336E-16, 1.000E-04
  1.049E-01, 1.0000E+03,  100.00,   10.00, 9.9475E+01, 2.058E-17, 3.000E-01, 4.000E-01, 2.029E-11, 4.476E-12, 1.956E-09, 1.000E-04, 3.000E-04, 3.229E-14, 1.308E-15, 2.661E-16, 1.000E-04
  2.097E-01, 1.0000E+03,  100.00,   10.00, 9.9475E+01, 3.434E-16, 3.000E-01, 4.000E-01, 4.190E-11, 8.952E-12, 3.916E-09, 1.000E-04, 3.000E-04, 3.612E-14, 8.369E-15, 4.593E-16, 1.000E-04
  4.194E-01, 1.0000E+03,   99.99,   10.00, 9.9475E+01, 4.061E-15, 3.000E-01, 4.000E-01, 8.525E-11, 1.790E-11, 7.840E-09, 9.999E-05, 3.000E-04, 3.751E-14, 4.974E-14, 7.603E-16, 1.000E-04
  8.389E-01, 1.0000E+03,   99.98,   10.00, 9.9475E+01, 3.071E-14, 3.000E-01, 4.000E-01, 1.719E-10, 3.580E-11, 1.571E-08, 9.998E-05, 3.000E-04, 3.962E-14, 2.597E-13, 1.365E-15, 1.000E-04
  1.678E+00, 1.0000E+03,   99.97,   10.00, 9.9475E+01, 1.578E-13, 3.000E-01, 4.000E-01, 3.453E-10, 7.160E-11, 3.152E-08, 9.997E-05, 3.000E-04, 4.383E-14, 1.097E-12, 2.667E-15, 1.000E-04
  3.355E+00, 1.0000E+03,   99.93,   10.00, 9.9475E+01, 6.215E-13, 3.000E-01, 4.000E-01, 6.918E-10, 1.432E-10, 6.330E-08, 9.994E-05, 3.000E-04, 5.223E-14, 3.559E-12, 5.534E-15, 1.000E-04
  6.711E+00, 1.0000E+03,   99.86,   10.00, 9.9475E+01, 1.993E-12, 3.000E-01, 4.000E-01, 1.384E-09, 2.861E-10, 1.267E-07, 9.987E-05, 3.000E-04, 6.900E-14, 9.365E-12, 1.180E-14, 9.999E-05
  1.342E+01, 1.0000E+03,   99.72,   10.00, 9.9475E+01, 5.384E-12, 3.000E-01, 4.000E-01, 2.765E-09, 5.716E-10, 2.516E-07, 9.975E-05, 3.000E-04, 1.024E-13, 2.235E-11, 2.497E-14, 9.998E-05
  2.684E+01, 1.0000E+03,   99.46,   10.00, 9.9475E+01, 1.321E-11, 3.000E-01, 4.000E-01, 5.516E-09, 1.140E-09, 4.933E-07, 9.951E-05, 3.000E-04, 1.686E-13, 5.316E-11, 5.189E-14, 9.996E-05
  5.369E+01, 1.0000E+03,   98.91,   10.00, 9.9475E+01, 3.205E-11, 3.000E-01, 3.999E-01, 1.097E-08, 2.270E-09, 9.461E-07, 9.905E-05, 3.000E-04, 2.987E-13, 1.348E-10, 1.069E-13, 9.991E-05
  1.074E+02, 1.0000E+03,   97.84,   10.00, 9.9475E+01, 8.017E-11, 3.001E-01, 3.998E-01, 2.173E-08, 4.497E-09, 1.744E-06, 9.826E-05, 3.000E-04, 5.504E-13, 3.825E-10, 2.207E-13, 9.983E-05
  2.147E+02, 1.0000E+03,   95.77,   10.00, 9.9475E+01, 2.042E-10, 3.002E-01, 3.996E-01, 4.274E-08, 8.826E-09, 2.997E-06, 9.700E-05, 3.000E-04, 1.023E-12, 1.238E-09, 4.553E-13, 9.965E-05
  4.295E+02, 1.0000E+03,   92.01,   10.00, 9.9475E+01, 4.956E-10, 3.004E-01, 3.992E-01, 8.335E-08, 1.701E-08, 4.626E-06, 9.537E-05, 3.000E-04, 1.868E-12, 4.450E-09, 9.189E-13, 9.929E-05
