Particle [HI] [CII] [OI] [CI] CO p-H2 o-H2 T_gas 
864 No No No No No No No ----Yes----
865 No No No No No No No ----Yes----
866 No No No No No No No ----Yes----
867 No No No No No No No ----Yes----
868 No No No No No No No ----Yes----
869 No No No No No No No ----Yes----
870 No No No No No No No ----Yes----
871 No No No No No No No ----Yes----
872 No No No No No No No ----Yes----
873 No No No No No No No ----Yes----
874 No No No No No No No ----Yes----
875 No No No No No No No ----Yes----
876 No No No No No No No ----Yes----
877 No No No No No No No ----Yes----
878 No No No No No No No ----Yes----
879 No No No No No No No ----Yes----
880 No No No No No No No ----Yes----
881 No No No No No No No ----Yes----
882 No No No No No No No ----Yes----
883 No No No No No No No ----Yes----
884 No No No No No No No ----Yes----
885 No No No No No No No ----Yes----
886 No No No No No No No ----Yes----
887 No No No No No No No ----Yes----
888 No No No No No No No ----Yes----
889 No No No No No No No ----Yes----
890 No No No No No No No ----Yes----
891 No No No No No No No ----Yes----
892 No No No No No No No ----Yes----
893 No No No No No No No ----Yes----
894 No No No No No No No ----Yes----
895 No No No No No No No ----Yes----
896 No No No No No No No ----Yes----
897 No No No No No No No ----Yes----
898 No No No No No No No ----Yes----
899 No No No No No No No ----Yes----
900 No No No No No No No ----Yes----
901 No No No No No No No ----Yes----
902 No No No No No No No ----Yes----
903 No No No No No No No ----Yes----
904 No No No No No No No ----Yes----
905 No No No No No No No ----Yes----
906 No No No No No No No ----Yes----
907 No No No No No No No ----Yes----
908 No No No No No No No ----Yes----
909 No No No No No No No ----Yes----
910 No No No No No No No ----Yes----
911 No No No No No No No ----Yes----
912 No No No No No No No ----Yes----
913 No No No No No No No ----Yes----
914 No No No No No No No ----Yes----
915 No No No No No No No ----Yes----
916 No No No No No No No ----Yes----
917 No No No No No No No ----Yes----
918 No No No No No No No ----Yes----
919 No No No No No No No ----Yes----
920 No No No No No No No ----Yes----
921 No No No No No No No ----Yes----
922 No No No No No No No ----Yes----
923 No No No No No No No ----Yes----
924 No No No No No No No ----Yes----
925 No No No No No No No ----Yes----
926 No No No No No No No ----Yes----
927 No No No No No No No ----Yes----
928 No No No No No No No ----Yes----
929 No No No No No No No ----Yes----
930 No No No No No No No ----Yes----
931 No No No No No No No ----Yes----
932 No No No No No No No ----Yes----
933 No No No No No No No ----Yes----
934 No No No No No No No ----Yes----
935 No No No No No No No ----Yes----
936 No No No No No No No ----Yes----
937 No No No No No No No ----Yes----
938 No No No No No No No ----Yes----
939 No No No No No No No ----Yes----
940 No No No No No No No ----Yes----
941 No No No No No No No ----Yes----
942 No No No No No No No ----Yes----
943 No No No No No No No ----Yes----
944 No No No No No No No ----Yes----
945 No No No No No No No ----Yes----
946 No No No No No No No ----Yes----
947 No No No No No No No ----Yes----
948 No No No No No No No ----Yes----
949 No No No No No No No ----Yes----
950 No No No No No No No ----Yes----
951 No No No No No No No ----Yes----
952 No No No No No No No ----Yes----
953 No No No No No No No ----Yes----
954 No No No No No No No ----Yes----
955 No No No No No No No ----Yes----
956 No No No No No No No ----Yes----
957 No No No No No No No ----Yes----
958 No No No No No No No ----Yes----
959 No No No No No No No ----Yes----
960 No No No No No No No ----Yes----
961 No No No No No No No ----Yes----
962 No No No No No No No ----Yes----
963 No No No No No No No ----Yes----
964 No No No No No No No ----Yes----
965 No No No No No No No ----Yes----
966 No No No No No No No ----Yes----
967 No No No No No No No ----Yes----
968 No No No No No No No ----Yes----
969 No No No No No No No ----Yes----
970 No No No No No No No ----Yes----
971 No No No No No No No ----Yes----
972 No No No No No No No ----Yes----
973 No No No No No No No ----Yes----
974 No No No No No No No ----Yes----
975 No No No No No No No ----Yes----
976 No No No No No No No ----Yes----
977 No No No No No No No ----Yes----
978 No No No No No No No ----Yes----
979 No No No No No No No ----Yes----
980 No No No No No No No ----Yes----
981 No No No No No No No ----Yes----
982 No No No No No No No ----Yes----
983 No No No No No No No ----Yes----
984 No No No No No No No ----Yes----
985 No No No No No No No ----Yes----
986 No No No No No No No ----Yes----
987 No No No No No No No ----Yes----
988 No No No No No No No ----Yes----
989 No No No No No No No ----Yes----
990 No No No No No No No ----Yes----
991 No No No No No No No ----Yes----
992 No No No No No No No ----Yes----
993 No No No No No No No ----Yes----
994 No No No No No No No ----Yes----
995 No No No No No No No ----Yes----
996 No No No No No No No ----Yes----
997 No No No No No No No ----Yes----
998 No No No No No No No ----Yes----
999 No No No No No No No ----Yes----
1000 No No No No No No No ----Yes----
1001 No No No No No No No ----Yes----
1002 No No No No No No No ----Yes----
1003 No No No No No No No ----Yes----
1004 No No No No No No No ----Yes----
1005 No No No No No No No ----Yes----
1006 No No No No No No No ----Yes----
1007 No No No No No No No ----Yes----
1008 No No No No No No No ----Yes----
1009 No No No No No No No ----Yes----
1010 No No No No No No No ----Yes----
1011 No No No No No No No ----Yes----
1012 No No No No No No No ----Yes----
1013 No No No No No No No ----Yes----
1014 No No No No No No No ----Yes----
1015 No No No No No No No ----Yes----
1016 No No No No No No No ----Yes----
1017 No No No No No No No ----Yes----
1018 No No No No No No No ----Yes----
1019 No No No No No No No ----Yes----
1020 No No No No No No No ----Yes----
1021 No No No No No No No ----Yes----
1022 No No No No No No No ----Yes----
1023 No No No No No No No ----Yes----
1024 No No No No No No No ----Yes----
1025 No No No No No No No ----Yes----
1026 No No No No No No No ----Yes----
1027 No No No No No No No ----Yes----
1028 No No No No No No No ----Yes----
1029 No No No No No No No ----Yes----
1030 No No No No No No No ----Yes----
1031 No No No No No No No ----Yes----
1032 No No No No No No No ----Yes----
1033 No No No No No No No ----Yes----
1034 No No No No No No No ----Yes----
1035 No No No No No No No ----Yes----
1036 No No No No No No No ----Yes----
1037 No No No No No No No ----Yes----
1038 No No No No No No No ----Yes----
1039 No No No No No No No ----Yes----
1040 No No No No No No No ----Yes----
1041 No No No No No No No ----Yes----
1042 No No No No No No No ----Yes----
1043 No No No No No No No ----Yes----
1044 No No No No No No No ----Yes----
1045 No No No No No No No ----Yes----
1046 No No No No No No No ----Yes----
1047 No No No No No No No ----Yes----
1048 No No No No No No No ----Yes----
1049 No No No No No No No ----Yes----
1050 No No No No No No No ----Yes----
1051 No No No No No No No ----Yes----
1052 No No No No No No No ----Yes----
1053 No No No No No No No ----Yes----
1054 No No No No No No No ----Yes----
1055 No No No No No No No ----Yes----
1056 No No No No No No No ----Yes----
1057 No No No No No No No ----Yes----
1058 No No No No No No No ----Yes----
1059 No No No No No No No ----Yes----
1060 No No No No No No No ----Yes----
1061 No No No No No No No ----Yes----
1062 No No No No No No No ----Yes----
1063 No No No No No No No ----Yes----
1064 No No No No No No No ----Yes----
1065 No No No No No No No ----Yes----
1066 No No No No No No No ----Yes----
1067 No No No No No No No ----Yes----
1068 No No No No No No No ----Yes----
1069 No No No No No No No ----Yes----
1070 No No No No No No No ----Yes----
1071 No No No No No No No ----Yes----
1072 No No No No No No No ----Yes----
1073 No No No No No No No ----Yes----
1074 No No No No No No No ----Yes----
1075 No No No No No No No ----Yes----
1076 No No No No No No No ----Yes----
1077 No No No No No No No ----Yes----
1078 No No No No No No No ----Yes----
1079 No No No No No No No ----Yes----
1080 No No No No No No No ----Yes----
1081 No No No No No No No ----Yes----
1082 No No No No No No No ----Yes----
1083 No No No No No No No ----Yes----
1084 No No No No No No No ----Yes----
1085 No No No No No No No ----Yes----
1086 No No No No No No No ----Yes----
1087 No No No No No No No ----Yes----
1088 No No No No No No No ----Yes----
1089 No No No No No No No ----Yes----
1090 No No No No No No No ----Yes----
1091 No No No No No No No ----Yes----
1092 No No No No No No No ----Yes----
1093 No No No No No No No ----Yes----
1094 No No No No No No No ----Yes----
1095 No No No No No No No ----Yes----
1096 No No No No No No No ----Yes----
1097 No No No No No No No ----Yes----
1098 No No No No No No No ----Yes----
1099 No No No No No No No ----Yes----
1100 No No No No No No No ----Yes----
1101 No No No No No No No ----Yes----
1102 No No No No No No No ----Yes----
1103 No No No No No No No ----Yes----
1104 No No No No No No No ----Yes----
1105 No No No No No No No ----Yes----
1106 No No No No No No No ----Yes----
1107 No No No No No No No ----Yes----
1108 No No No No No No No ----Yes----
1109 No No No No No No No ----Yes----
1110 No No No No No No No ----Yes----
1111 No No No No No No No ----Yes----
1112 No No No No No No No ----Yes----
1113 No No No No No No No ----Yes----
1114 No No No No No No No ----Yes----
1115 No No No No No No No ----Yes----
1116 No No No No No No No ----Yes----
1117 No No No No No No No ----Yes----
1118 No No No No No No No ----Yes----
1119 No No No No No No No ----Yes----
1120 No No No No No No No ----Yes----
1121 No No No No No No No ----Yes----
1122 No No No No No No No ----Yes----
1123 No No No No No No No ----Yes----
1124 No No No No No No No ----Yes----
1125 No No No No No No No ----Yes----
1126 No No No No No No No ----Yes----
1127 No No No No No No No ----Yes----
1128 No No No No No No No ----Yes----
1129 No No No No No No No ----Yes----
1130 No No No No No No No ----Yes----
1131 No No No No No No No ----Yes----
1132 No No No No No No No ----Yes----
1133 No No No No No No No ----Yes----
1134 No No No No No No No ----Yes----
1135 No No No No No No No ----Yes----
1136 No No No No No No No ----Yes----
1137 No No No No No No No ----Yes----
1138 No No No No No No No ----Yes----
1139 No No No No No No No ----Yes----
1140 No No No No No No No ----Yes----
1141 No No No No No No No ----Yes----
1142 No No No No No No No ----Yes----
1143 No No No No No No No ----Yes----
1144 No No No No No No No ----Yes----
1145 No No No No No No No ----Yes----
1146 No No No No No No No ----Yes----
1147 No No No No No No No ----Yes----
1148 No No No No No No No ----Yes----
1149 No No No No No No No ----Yes----
1150 No No No No No No No ----Yes----
1151 No No No No No No No ----Yes----
1152 No No No No No No No ----Yes----
1153 No No No No No No No ----Yes----
1154 No No No No No No No ----Yes----
1155 No No No No No No No ----Yes----
1156 No No No No No No No ----Yes----
1157 No No No No No No No ----Yes----
1158 No No No No No No No ----Yes----
1159 No No No No No No No ----Yes----
1160 No No No No No No No ----Yes----
1161 No No No No No No No ----Yes----
1162 No No No No No No No ----Yes----
1163 No No No No No No No ----Yes----
1164 No No No No No No No ----Yes----
1165 No No No No No No No ----Yes----
1166 No No No No No No No ----Yes----
1167 No No No No No No No ----Yes----
1168 No No No No No No No ----Yes----
1169 No No No No No No No ----Yes----
1170 No No No No No No No ----Yes----
1171 No No No No No No No ----Yes----
1172 No No No No No No No ----Yes----
1173 No No No No No No No ----Yes----
1174 No No No No No No No ----Yes----
1175 No No No No No No No ----Yes----
1176 No No No No No No No ----Yes----
1177 No No No No No No No ----Yes----
1178 No No No No No No No ----Yes----
1179 No No No No No No No ----Yes----
1180 No No No No No No No ----Yes----
1181 No No No No No No No ----Yes----
1182 No No No No No No No ----Yes----
1183 No No No No No No No ----Yes----
1184 No No No No No No No ----Yes----
1185 No No No No No No No ----Yes----
1186 No No No No No No No ----Yes----
1187 No No No No No No No ----Yes----
1188 No No No No No No No ----Yes----
1189 No No No No No No No ----Yes----
1190 No No No No No No No ----Yes----
1191 No No No No No No No ----Yes----
1192 No No No No No No No ----Yes----
1193 No No No No No No No ----Yes----
1194 No No No No No No No ----Yes----
1195 No No No No No No No ----Yes----
1196 No No No No No No No ----Yes----
1197 No No No No No No No ----Yes----
1198 No No No No No No No ----Yes----
1199 No No No No No No No ----Yes----
1200 No No No No No No No ----Yes----
1201 No No No No No No No ----Yes----
1202 No No No No No No No ----Yes----
1203 No No No No No No No ----Yes----
1204 No No No No No No No ----Yes----
1205 No No No No No No No ----Yes----
1206 No No No No No No No ----Yes----
1207 No No No No No No No ----Yes----
1208 No No No No No No No ----Yes----
1209 No No No No No No No ----Yes----
1210 No No No No No No No ----Yes----
1211 No No No No No No No ----Yes----
1212 No No No No No No No ----Yes----
1213 No No No No No No No ----Yes----
1214 No No No No No No No ----Yes----
1215 No No No No No No No ----Yes----
1216 No No No No No No No ----Yes----
1217 No No No No No No No ----Yes----
1218 No No No No No No No ----Yes----
1219 No No No No No No No ----Yes----
1220 No No No No No No No ----Yes----
1221 No No No No No No No ----Yes----
1222 No No No No No No No ----Yes----
1223 No No No No No No No ----Yes----
1224 No No No No No No No ----Yes----
1225 No No No No No No No ----Yes----
1226 No No No No No No No ----Yes----
1227 No No No No No No No ----Yes----
1228 No No No No No No No ----Yes----
1229 No No No No No No No ----Yes----
1230 No No No No No No No ----Yes----
1231 No No No No No No No ----Yes----
1232 No No No No No No No ----Yes----
1233 No No No No No No No ----Yes----
1234 No No No No No No No ----Yes----
1235 No No No No No No No ----Yes----
1236 No No No No No No No ----Yes----
1237 No No No No No No No ----Yes----
1238 No No No No No No No ----Yes----
1239 No No No No No No No ----Yes----
1240 No No No No No No No ----Yes----
1241 No No No No No No No ----Yes----
1242 No No No No No No No ----Yes----
1243 No No No No No No No ----Yes----
1244 No No No No No No No ----Yes----
1245 No No No No No No No ----Yes----
1246 No No No No No No No ----Yes----
1247 No No No No No No No ----Yes----
1248 No No No No No No No ----Yes----
1249 No No No No No No No ----Yes----
1250 No No No No No No No ----Yes----
1251 No No No No No No No ----Yes----
1252 No No No No No No No ----Yes----
1253 No No No No No No No ----Yes----
1254 No No No No No No No ----Yes----
1255 No No No No No No No ----Yes----
1256 No No No No No No No ----Yes----
1257 No No No No No No No ----Yes----
1258 No No No No No No No ----Yes----
1259 No No No No No No No ----Yes----
1260 No No No No No No No ----Yes----
1261 No No No No No No No ----Yes----
1262 No No No No No No No ----Yes----
1263 No No No No No No No ----Yes----
1264 No No No No No No No ----Yes----
1265 No No No No No No No ----Yes----
1266 No No No No No No No ----Yes----
1267 No No No No No No No ----Yes----
1268 No No No No No No No ----Yes----
1269 No No No No No No No ----Yes----
1270 No No No No No No No ----Yes----
1271 No No No No No No No ----Yes----
1272 No No No No No No No ----Yes----
1273 No No No No No No No ----Yes----
1274 No No No No No No No ----Yes----
1275 No No No No No No No ----Yes----
1276 No No No No No No No ----Yes----
1277 No No No No No No No ----Yes----
1278 No No No No No No No ----Yes----
1279 No No No No No No No ----Yes----
1280 No No No No No No No ----Yes----
1281 No No No No No No No ----Yes----
1282 No No No No No No No ----Yes----
1283 No No No No No No No ----Yes----
1284 No No No No No No No ----Yes----
1285 No No No No No No No ----Yes----
1286 No No No No No No No ----Yes----
1287 No No No No No No No ----Yes----
1288 No No No No No No No ----Yes----
1289 No No No No No No No ----Yes----
1290 No No No No No No No ----Yes----
1291 No No No No No No No ----Yes----
1292 No No No No No No No ----Yes----
1293 No No No No No No No ----Yes----
1294 No No No No No No No ----Yes----
1295 No No No No No No No ----Yes----
1296 No No No No No No No ----Yes----
1297 No No No No No No No ----Yes----
1298 No No No No No No No ----Yes----
1299 No No No No No No No ----Yes----
1300 No No No No No No No ----Yes----
1301 No No No No No No No ----Yes----
1302 No No No No No No No ----Yes----
1303 No No No No No No No ----Yes----
1304 No No No No No No No ----Yes----
1305 No No No No No No No ----Yes----
1306 No No No No No No No ----Yes----
1307 No No No No No No No ----Yes----
1308 No No No No No No No ----Yes----
1309 No No No No No No No ----Yes----
1310 No No No No No No No ----Yes----
1311 No No No No No No No ----Yes----
1312 No No No No No No No ----Yes----
1313 No No No No No No No ----Yes----
1314 No No No No No No No ----Yes----
1315 No No No No No No No ----Yes----
1316 No No No No No No No ----Yes----
1317 No No No No No No No ----Yes----
1318 No No No No No No No ----Yes----
1319 No No No No No No No ----Yes----
1320 No No No No No No No ----Yes----
1321 No No No No No No No ----Yes----
1322 No No No No No No No ----Yes----
1323 No No No No No No No ----Yes----
1324 No No No No No No No ----Yes----
1325 No No No No No No No ----Yes----
1326 No No No No No No No ----Yes----
1327 No No No No No No No ----Yes----
1328 No No No No No No No ----Yes----
1329 No No No No No No No ----Yes----
1330 No No No No No No No ----Yes----
1331 No No No No No No No ----Yes----
1332 No No No No No No No ----Yes----
1333 No No No No No No No ----Yes----
1334 No No No No No No No ----Yes----
1335 No No No No No No No ----Yes----
1336 No No No No No No No ----Yes----
1337 No No No No No No No ----Yes----
1338 No No No No No No No ----Yes----
1339 No No No No No No No ----Yes----
1340 No No No No No No No ----Yes----
1341 No No No No No No No ----Yes----
1342 No No No No No No No ----Yes----
1343 No No No No No No No ----Yes----
1344 No No No No No No No ----Yes----
1345 No No No No No No No ----Yes----
1346 No No No No No No No ----Yes----
1347 No No No No No No No ----Yes----
1348 No No No No No No No ----Yes----
1349 No No No No No No No ----Yes----
1350 No No No No No No No ----Yes----
1351 No No No No No No No ----Yes----
1352 No No No No No No No ----Yes----
1353 No No No No No No No ----Yes----
1354 No No No No No No No ----Yes----
1355 No No No No No No No ----Yes----
1356 No No No No No No No ----Yes----
1357 No No No No No No No ----Yes----
1358 No No No No No No No ----Yes----
1359 No No No No No No No ----Yes----
1360 No No No No No No No ----Yes----
1361 No No No No No No No ----Yes----
1362 No No No No No No No ----Yes----
1363 No No No No No No No ----Yes----
1364 No No No No No No No ----Yes----
1365 No No No No No No No ----Yes----
1366 No No No No No No No ----Yes----
1367 No No No No No No No ----Yes----
1368 No No No No No No No ----Yes----
1369 No No No No No No No ----Yes----
1370 No No No No No No No ----Yes----
1371 No No No No No No No ----Yes----
1372 No No No No No No No ----Yes----
1373 No No No No No No No ----Yes----
1374 No No No No No No No ----Yes----
1375 No No No No No No No ----Yes----
1376 No No No No No No No ----Yes----
1377 No No No No No No No ----Yes----
1378 No No No No No No No ----Yes----
1379 No No No No No No No ----Yes----
1380 No No No No No No No ----Yes----
1381 No No No No No No No ----Yes----
1382 No No No No No No No ----Yes----
1383 No No No No No No No ----Yes----
1384 No No No No No No No ----Yes----
1385 No No No No No No No ----Yes----
1386 No No No No No No No ----Yes----
1387 No No No No No No No ----Yes----
1388 No No No No No No No ----Yes----
1389 No No No No No No No ----Yes----
1390 No No No No No No No ----Yes----
1391 No No No No No No No ----Yes----
1392 No No No No No No No ----Yes----
1393 No No No No No No No ----Yes----
1394 No No No No No No No ----Yes----
1395 No No No No No No No ----Yes----
1396 No No No No No No No ----Yes----
1397 No No No No No No No ----Yes----
1398 No No No No No No No ----Yes----
1399 No No No No No No No ----Yes----
1400 No No No No No No No ----Yes----
1401 No No No No No No No ----Yes----
1402 No No No No No No No ----Yes----
1403 No No No No No No No ----Yes----
1404 No No No No No No No ----Yes----
1405 No No No No No No No ----Yes----
1406 No No No No No No No ----Yes----
1407 No No No No No No No ----Yes----
1408 No No No No No No No ----Yes----
1409 No No No No No No No ----Yes----
1410 No No No No No No No ----Yes----
1411 No No No No No No No ----Yes----
1412 No No No No No No No ----Yes----
1413 No No No No No No No ----Yes----
1414 No No No No No No No ----Yes----
1415 No No No No No No No ----Yes----
1416 No No No No No No No ----Yes----
1417 No No No No No No No ----Yes----
1418 No No No No No No No ----Yes----
1419 No No No No No No No ----Yes----
1420 No No No No No No No ----Yes----
1421 No No No No No No No ----Yes----
1422 No No No No No No No ----Yes----
1423 No No No No No No No ----Yes----
1424 No No No No No No No ----Yes----
1425 No No No No No No No ----Yes----
1426 No No No No No No No ----Yes----
1427 No No No No No No No ----Yes----
1428 No No No No No No No ----Yes----
1429 No No No No No No No ----Yes----
1430 No No No No No No No ----Yes----
1431 No No No No No No No ----Yes----
1432 No No No No No No No ----Yes----
1433 No No No No No No No ----Yes----
1434 No No No No No No No ----Yes----
1435 No No No No No No No ----Yes----
1436 No No No No No No No ----Yes----
1437 No No No No No No No ----Yes----
1438 No No No No No No No ----Yes----
1439 No No No No No No No ----Yes----
1440 No No No No No No No ----Yes----
1441 No No No No No No No ----Yes----
1442 No No No No No No No ----Yes----
1443 No No No No No No No ----Yes----
1444 No No No No No No No ----Yes----
1445 No No No No No No No ----Yes----
1446 No No No No No No No ----Yes----
1447 No No No No No No No ----Yes----
1448 No No No No No No No ----Yes----
1449 No No No No No No No ----Yes----
1450 No No No No No No No ----Yes----
1451 No No No No No No No ----Yes----
1452 No No No No No No No ----Yes----
1453 No No No No No No No ----Yes----
1454 No No No No No No No ----Yes----
1455 No No No No No No No ----Yes----
1456 No No No No No No No ----Yes----
1457 No No No No No No No ----Yes----
1458 No No No No No No No ----Yes----
1459 No No No No No No No ----Yes----
1460 No No No No No No No ----Yes----
1461 No No No No No No No ----Yes----
1462 No No No No No No No ----Yes----
1463 No No No No No No No ----Yes----
