Particle [HI] [CII] [OI] [CI] CO p-H2 o-H2 Total 
48 0.00000E+00 2.15102E-22 1.89378E-23 1.22504E-25 1.37996E-31 1.45833E-28 1.19606E-31 2.34162E-22
49 0.00000E+00 2.15102E-22 1.89378E-23 1.22505E-25 1.38005E-31 1.45843E-28 1.19628E-31 2.34162E-22
50 0.00000E+00 2.15102E-22 1.89378E-23 1.22505E-25 1.38014E-31 1.45853E-28 1.19641E-31 2.34162E-22
51 0.00000E+00 2.15102E-22 1.89378E-23 1.22505E-25 1.38018E-31 1.45857E-28 1.19634E-31 2.34162E-22
52 0.00000E+00 2.15102E-22 1.89378E-23 1.22505E-25 1.38028E-31 1.45867E-28 1.19628E-31 2.34162E-22
53 0.00000E+00 2.15102E-22 1.89378E-23 1.22505E-25 1.38032E-31 1.45872E-28 1.19644E-31 2.34162E-22
54 0.00000E+00 2.15102E-22 1.89378E-23 1.22505E-25 1.38041E-31 1.45881E-28 1.19720E-31 2.34162E-22
55 0.00000E+00 2.15102E-22 1.89378E-23 1.22505E-25 1.38050E-31 1.45891E-28 1.19808E-31 2.34162E-22
56 0.00000E+00 2.15102E-22 1.89378E-23 1.22505E-25 1.38055E-31 1.45896E-28 1.19653E-31 2.34162E-22
57 0.00000E+00 2.15102E-22 1.89378E-23 1.22506E-25 1.38064E-31 1.45906E-28 1.19693E-31 2.34162E-22
58 0.00000E+00 2.15102E-22 1.89378E-23 1.22506E-25 1.38068E-31 1.45910E-28 1.19731E-31 2.34162E-22
59 0.00000E+00 2.15102E-22 1.89378E-23 1.22506E-25 1.38077E-31 1.45919E-28 1.19785E-31 2.34162E-22
60 0.00000E+00 2.15102E-22 1.89378E-23 1.22506E-25 1.38082E-31 1.45925E-28 1.19717E-31 2.34162E-22
61 0.00000E+00 2.15102E-22 1.89378E-23 1.22506E-25 1.38091E-31 1.45934E-28 1.19765E-31 2.34162E-22
62 0.00000E+00 2.15102E-22 1.89378E-23 1.22506E-25 1.38100E-31 1.45943E-28 1.19689E-31 2.34162E-22
63 0.00000E+00 2.15102E-22 1.89378E-23 1.22506E-25 1.38105E-31 1.45948E-28 1.19709E-31 2.34162E-22
64 0.00000E+00 2.15102E-22 1.89378E-23 1.22507E-25 1.38114E-31 1.45958E-28 1.19886E-31 2.34162E-22
65 0.00000E+00 2.15102E-22 1.89378E-23 1.22507E-25 1.38118E-31 1.45963E-28 1.19708E-31 2.34162E-22
66 0.00000E+00 2.15102E-22 1.89378E-23 1.22507E-25 1.38127E-31 1.45972E-28 1.19790E-31 2.34162E-22
67 0.00000E+00 2.15102E-22 1.89378E-23 1.22507E-25 1.38136E-31 1.45982E-28 1.19737E-31 2.34162E-22
68 0.00000E+00 2.15102E-22 1.89378E-23 1.22507E-25 1.38141E-31 1.45986E-28 1.19770E-31 2.34162E-22
69 0.00000E+00 2.15102E-22 1.89378E-23 1.22507E-25 1.38150E-31 1.45996E-28 1.19751E-31 2.34162E-22
70 0.00000E+00 2.15102E-22 1.89378E-23 1.22507E-25 1.38154E-31 1.46001E-28 1.19743E-31 2.34162E-22
71 0.00000E+00 2.15102E-22 1.89378E-23 1.22508E-25 1.38163E-31 1.46010E-28 1.19874E-31 2.34162E-22
72 0.00000E+00 2.15102E-22 1.89378E-23 1.22508E-25 1.38172E-31 1.46020E-28 1.19750E-31 2.34162E-22
73 0.00000E+00 2.15102E-22 1.89378E-23 1.22508E-25 1.38177E-31 1.46025E-28 1.19824E-31 2.34162E-22
