Particle Photoelectic H2Form H2*Pumping H2Photodis CIPhotoion Cosmic-Rays Turbulence Chemistry Gas-Grain Coulomb Total
332 1.37336E-22 7.48373E-23 1.17809E-30 2.02604E-23 2.60910E-25 1.18238E-25 7.00000E-26 4.52702E-26 -1.90803E-25 0.00000E+00 2.32737E-22
333 1.37325E-22 7.45590E-23 1.17849E-30 2.01795E-23 2.60975E-25 1.18752E-25 7.00000E-26 4.54899E-26 -1.90805E-25 0.00000E+00 2.32368E-22
334 1.37314E-22 7.42851E-23 1.17885E-30 2.01001E-23 2.61039E-25 1.19257E-25 7.00000E-26 4.57062E-26 -1.90806E-25 0.00000E+00 2.32005E-22
335 1.37303E-22 7.40155E-23 1.17917E-30 2.00221E-23 2.61102E-25 1.19755E-25 7.00000E-26 4.59191E-26 -1.90807E-25 0.00000E+00 2.31647E-22
336 1.37293E-22 7.37499E-23 1.17947E-30 1.99455E-23 2.61164E-25 1.20245E-25 7.00000E-26 4.61287E-26 -1.90808E-25 0.00000E+00 2.31295E-22
337 1.37282E-22 7.34883E-23 1.17973E-30 1.98701E-23 2.61226E-25 1.20728E-25 7.00000E-26 4.63353E-26 -1.90810E-25 0.00000E+00 2.30948E-22
338 1.37272E-22 7.32305E-23 1.17996E-30 1.97960E-23 2.61286E-25 1.21204E-25 7.00000E-26 4.65389E-26 -1.90811E-25 0.00000E+00 2.30606E-22
339 1.37261E-22 7.29763E-23 1.18017E-30 1.97231E-23 2.61346E-25 1.21673E-25 7.00000E-26 4.67396E-26 -1.90812E-25 0.00000E+00 2.30269E-22
340 1.37250E-22 7.27256E-23 1.18034E-30 1.96513E-23 2.61404E-25 1.22136E-25 7.00000E-26 4.69375E-26 -1.90813E-25 0.00000E+00 2.29937E-22
341 1.37240E-22 7.24782E-23 1.18049E-30 1.95805E-23 2.61462E-25 1.22593E-25 7.00000E-26 4.71329E-26 -1.90814E-25 0.00000E+00 2.29609E-22
342 1.37229E-22 7.22342E-23 1.18061E-30 1.95108E-23 2.61519E-25 1.23043E-25 7.00000E-26 4.73255E-26 -1.90816E-25 0.00000E+00 2.29285E-22
343 1.37219E-22 7.19934E-23 1.18071E-30 1.94422E-23 2.61576E-25 1.23488E-25 7.00000E-26 4.75156E-26 -1.90817E-25 0.00000E+00 2.28966E-22
344 1.37208E-22 7.17557E-23 1.18078E-30 1.93745E-23 2.61631E-25 1.23927E-25 7.00000E-26 4.77034E-26 -1.90818E-25 0.00000E+00 2.28651E-22
345 1.37198E-22 7.15209E-23 1.18083E-30 1.93078E-23 2.61686E-25 1.24360E-25 7.00000E-26 4.78887E-26 -1.90819E-25 0.00000E+00 2.28340E-22
346 1.37188E-22 7.12891E-23 1.18086E-30 1.92420E-23 2.61741E-25 1.24788E-25 7.00000E-26 4.80718E-26 -1.90820E-25 0.00000E+00 2.28032E-22
347 1.37177E-22 7.10600E-23 1.18086E-30 1.91770E-23 2.61794E-25 1.25211E-25 7.00000E-26 4.82527E-26 -1.90822E-25 0.00000E+00 2.27729E-22
348 1.37167E-22 7.08337E-23 1.18084E-30 1.91129E-23 2.61848E-25 1.25629E-25 7.00000E-26 4.84314E-26 -1.90823E-25 0.00000E+00 2.27428E-22
349 1.37157E-22 7.06100E-23 1.18080E-30 1.90496E-23 2.61900E-25 1.26042E-25 7.00000E-26 4.86080E-26 -1.90824E-25 0.00000E+00 2.27132E-22
350 1.37146E-22 7.03888E-23 1.18074E-30 1.89872E-23 2.61952E-25 1.26450E-25 7.00000E-26 4.87826E-26 -1.90825E-25 0.00000E+00 2.26839E-22
351 1.37136E-22 7.01702E-23 1.18066E-30 1.89255E-23 2.62003E-25 1.26854E-25 7.00000E-26 4.89553E-26 -1.90827E-25 0.00000E+00 2.26549E-22
352 1.37126E-22 6.99540E-23 1.18056E-30 1.88645E-23 2.62054E-25 1.27253E-25 7.00000E-26 4.91260E-26 -1.90828E-25 0.00000E+00 2.26262E-22
353 1.37115E-22 6.97402E-23 1.18044E-30 1.88043E-23 2.62104E-25 1.27648E-25 7.00000E-26 4.92948E-26 -1.90829E-25 0.00000E+00 2.25978E-22
354 1.37105E-22 6.95285E-23 1.18030E-30 1.87447E-23 2.62154E-25 1.28039E-25 7.00000E-26 4.94619E-26 -1.90830E-25 0.00000E+00 2.25697E-22
355 1.37095E-22 6.93193E-23 1.18015E-30 1.86859E-23 2.62203E-25 1.28425E-25 7.00000E-26 4.96272E-26 -1.90831E-25 0.00000E+00 2.25420E-22
356 1.37085E-22 6.91122E-23 1.17998E-30 1.86277E-23 2.62251E-25 1.28807E-25 7.00000E-26 4.97906E-26 -1.90833E-25 0.00000E+00 2.25145E-22
357 1.37075E-22 6.89073E-23 1.17979E-30 1.85702E-23 2.62299E-25 1.29185E-25 7.00000E-26 4.99524E-26 -1.90834E-25 0.00000E+00 2.24873E-22
358 1.37064E-22 6.87045E-23 1.17958E-30 1.85133E-23 2.62347E-25 1.29560E-25 7.00000E-26 5.01126E-26 -1.90835E-25 0.00000E+00 2.24603E-22
359 1.37054E-22 6.85037E-23 1.17936E-30 1.84570E-23 2.62394E-25 1.29931E-25 7.00000E-26 5.02711E-26 -1.90836E-25 0.00000E+00 2.24337E-22
360 1.37044E-22 6.83049E-23 1.17913E-30 1.84014E-23 2.62441E-25 1.30298E-25 7.00000E-26 5.04281E-26 -1.90837E-25 0.00000E+00 2.24073E-22
361 1.37034E-22 6.81081E-23 1.17888E-30 1.83463E-23 2.62487E-25 1.30661E-25 7.00000E-26 5.05834E-26 -1.90839E-25 0.00000E+00 2.23811E-22
362 1.37024E-22 6.79132E-23 1.17861E-30 1.82918E-23 2.62533E-25 1.31021E-25 7.00000E-26 5.07373E-26 -1.90840E-25 0.00000E+00 2.23553E-22
363 1.36924E-22 6.60615E-23 1.17525E-30 1.77757E-23 2.62968E-25 1.34439E-25 7.00000E-26 5.21994E-26 -1.90852E-25 0.00000E+00 2.21090E-22
364 1.36825E-22 6.43642E-23 1.17080E-30 1.73051E-23 2.63367E-25 1.37573E-25 7.00000E-26 5.35394E-26 -1.90864E-25 0.00000E+00 2.18828E-22
365 1.36728E-22 6.27972E-23 1.16552E-30 1.68723E-23 2.63735E-25 1.40466E-25 7.00000E-26 5.47765E-26 -1.90876E-25 0.00000E+00 2.16736E-22
366 1.36631E-22 6.13418E-23 1.15960E-30 1.64715E-23 2.64078E-25 1.43153E-25 7.00000E-26 5.59254E-26 -1.90888E-25 0.00000E+00 2.14787E-22
367 1.36536E-22 5.99838E-23 1.15320E-30 1.60986E-23 2.64397E-25 1.45661E-25 7.00000E-26 5.69973E-26 -1.90901E-25 0.00000E+00 2.12964E-22
368 1.36441E-22 5.87118E-23 1.14641E-30 1.57500E-23 2.64696E-25 1.48009E-25 7.00000E-26 5.80013E-26 -1.90913E-25 0.00000E+00 2.11252E-22
369 1.36347E-22 5.75163E-23 1.13935E-30 1.54229E-23 2.64978E-25 1.50217E-25 7.00000E-26 5.89449E-26 -1.90925E-25 0.00000E+00 2.09639E-22
370 1.36253E-22 5.63895E-23 1.13208E-30 1.51151E-23 2.65243E-25 1.52297E-25 7.00000E-26 5.98343E-26 -1.90937E-25 0.00000E+00 2.08114E-22
371 1.36160E-22 5.53244E-23 1.12466E-30 1.48246E-23 2.65494E-25 1.54264E-25 7.00000E-26 6.06748E-26 -1.90949E-25 0.00000E+00 2.06668E-22
372 1.36067E-22 5.43154E-23 1.11713E-30 1.45497E-23 2.65732E-25 1.56127E-25 7.00000E-26 6.14711E-26 -1.90961E-25 0.00000E+00 2.05295E-22
373 1.35975E-22 5.33576E-23 1.10955E-30 1.42890E-23 2.65957E-25 1.57895E-25 7.00000E-26 6.22269E-26 -1.90973E-25 0.00000E+00 2.03987E-22
374 1.35883E-22 5.24466E-23 1.10193E-30 1.40414E-23 2.66172E-25 1.59578E-25 7.00000E-26 6.29458E-26 -1.90985E-25 0.00000E+00 2.02739E-22
375 1.35792E-22 5.15786E-23 1.09431E-30 1.38056E-23 2.66376E-25 1.61180E-25 7.00000E-26 6.36307E-26 -1.90998E-25 0.00000E+00 2.01546E-22
376 1.35701E-22 5.07501E-23 1.08670E-30 1.35807E-23 2.66572E-25 1.62710E-25 7.00000E-26 6.42844E-26 -1.91010E-25 0.00000E+00 2.00404E-22
377 1.35610E-22 4.99582E-23 1.07913E-30 1.33659E-23 2.66758E-25 1.64172E-25 7.00000E-26 6.49092E-26 -1.91022E-25 0.00000E+00 1.99309E-22
378 1.35520E-22 4.92002E-23 1.07160E-30 1.31605E-23 2.66937E-25 1.65572E-25 7.00000E-26 6.55073E-26 -1.91034E-25 0.00000E+00 1.98258E-22
379 1.35430E-22 4.84737E-23 1.06413E-30 1.29637E-23 2.67108E-25 1.66913E-25 7.00000E-26 6.60805E-26 -1.91046E-25 0.00000E+00 1.97247E-22
380 1.35340E-22 4.77765E-23 1.05673E-30 1.27750E-23 2.67272E-25 1.68201E-25 7.00000E-26 6.66306E-26 -1.91058E-25 0.00000E+00 1.96273E-22
381 1.35251E-22 4.71067E-23 1.04940E-30 1.25938E-23 2.67430E-25 1.69438E-25 7.00000E-26 6.71590E-26 -1.91070E-25 0.00000E+00 1.95334E-22
382 1.35162E-22 4.64624E-23 1.04215E-30 1.24195E-23 2.67582E-25 1.70628E-25 7.00000E-26 6.76674E-26 -1.91082E-25 0.00000E+00 1.94429E-22
383 1.35073E-22 4.58421E-23 1.03498E-30 1.22519E-23 2.67729E-25 1.71773E-25 7.00000E-26 6.81568E-26 -1.91094E-25 0.00000E+00 1.93553E-22
384 1.34984E-22 4.52443E-23 1.02790E-30 1.20903E-23 2.67870E-25 1.72877E-25 7.00000E-26 6.86284E-26 -1.91106E-25 0.00000E+00 1.92707E-22
385 1.34896E-22 4.46676E-23 1.02090E-30 1.19346E-23 2.68006E-25 1.73942E-25 7.00000E-26 6.90835E-26 -1.91119E-25 0.00000E+00 1.91888E-22
386 1.34807E-22 4.41108E-23 1.01400E-30 1.17842E-23 2.68137E-25 1.74970E-25 7.00000E-26 6.95228E-26 -1.91131E-25 0.00000E+00 1.91094E-22
387 1.34719E-22 4.35727E-23 1.00719E-30 1.16390E-23 2.68264E-25 1.75964E-25 7.00000E-26 6.99473E-26 -1.91143E-25 0.00000E+00 1.90324E-22
388 1.34631E-22 4.30523E-23 1.00048E-30 1.14986E-23 2.68387E-25 1.76925E-25 7.00000E-26 7.03579E-26 -1.91155E-25 0.00000E+00 1.89577E-22
389 1.34543E-22 4.25487E-23 9.93858E-31 1.13628E-23 2.68506E-25 1.77855E-25 7.00000E-26 7.07553E-26 -1.91167E-25 0.00000E+00 1.88851E-22
390 1.34456E-22 4.20609E-23 9.87329E-31 1.12312E-23 2.68621E-25 1.78756E-25 7.00000E-26 7.11402E-26 -1.91179E-25 0.00000E+00 1.88145E-22
391 1.34368E-22 4.15881E-23 9.80893E-31 1.11038E-23 2.68733E-25 1.79629E-25 7.00000E-26 7.15132E-26 -1.91191E-25 0.00000E+00 1.87459E-22
392 1.34281E-22 4.11296E-23 9.74550E-31 1.09802E-23 2.68842E-25 1.80476E-25 7.00000E-26 7.18750E-26 -1.91203E-25 0.00000E+00 1.86791E-22
393 1.34194E-22 4.06846E-23 9.68298E-31 1.08603E-23 2.68947E-25 1.81298E-25 7.00000E-26 7.22262E-26 -1.91215E-25 0.00000E+00 1.86140E-22
394 1.34107E-22 4.02525E-23 9.62137E-31 1.07439E-23 2.69049E-25 1.82096E-25 7.00000E-26 7.25672E-26 -1.91227E-25 0.00000E+00 1.85506E-22
395 1.34020E-22 3.98326E-23 9.56065E-31 1.06309E-23 2.69148E-25 1.82871E-25 7.00000E-26 7.28985E-26 -1.91239E-25 0.00000E+00 1.84887E-22
396 1.33933E-22 3.94244E-23 9.50081E-31 1.05210E-23 2.69245E-25 1.83625E-25 7.00000E-26 7.32207E-26 -1.91251E-25 0.00000E+00 1.84284E-22
397 1.33847E-22 3.90273E-23 9.44185E-31 1.04141E-23 2.69339E-25 1.84358E-25 7.00000E-26 7.35340E-26 -1.91264E-25 0.00000E+00 1.83694E-22
398 1.33760E-22 3.86409E-23 9.38373E-31 1.03101E-23 2.69430E-25 1.85072E-25 7.00000E-26 7.38390E-26 -1.91276E-25 0.00000E+00 1.83118E-22
399 1.33674E-22 3.82646E-23 9.32646E-31 1.02088E-23 2.69519E-25 1.85767E-25 7.00000E-26 7.41360E-26 -1.91288E-25 0.00000E+00 1.82556E-22
400 1.33588E-22 3.78980E-23 9.27002E-31 1.01102E-23 2.69606E-25 1.86444E-25 7.00000E-26 7.44253E-26 -1.91300E-25 0.00000E+00 1.82005E-22
401 1.33502E-22 3.75407E-23 9.21439E-31 1.00141E-23 2.69691E-25 1.87104E-25 7.00000E-26 7.47073E-26 -1.91312E-25 0.00000E+00 1.81467E-22
402 1.33416E-22 3.71923E-23 9.15956E-31 9.92035E-24 2.69774E-25 1.87747E-25 7.00000E-26 7.49823E-26 -1.91324E-25 0.00000E+00 1.80940E-22
403 1.33330E-22 3.68524E-23 9.10552E-31 9.82895E-24 2.69854E-25 1.88375E-25 7.00000E-26 7.52506E-26 -1.91336E-25 0.00000E+00 1.80423E-22
404 1.33244E-22 3.65207E-23 9.05224E-31 9.73977E-24 2.69933E-25 1.88988E-25 7.00000E-26 7.55124E-26 -1.91348E-25 0.00000E+00 1.79918E-22
405 1.33159E-22 3.61969E-23 8.99971E-31 9.65270E-24 2.70010E-25 1.89586E-25 7.00000E-26 7.57681E-26 -1.91360E-25 0.00000E+00 1.79422E-22
406 1.33073E-22 3.58806E-23 8.94793E-31 9.56768E-24 2.70085E-25 1.90170E-25 7.00000E-26 7.60178E-26 -1.91372E-25 0.00000E+00 1.78936E-22
407 1.32988E-22 3.55715E-23 8.89687E-31 9.48461E-24 2.70158E-25 1.90741E-25 7.00000E-26 7.62618E-26 -1.91384E-25 0.00000E+00 1.78460E-22
408 1.32902E-22 3.52694E-23 8.84652E-31 9.40343E-24 2.70230E-25 1.91299E-25 7.00000E-26 7.65003E-26 -1.91396E-25 0.00000E+00 1.77992E-22
409 1.32817E-22 3.49740E-23 8.79686E-31 9.32405E-24 2.70300E-25 1.91844E-25 7.00000E-26 7.67335E-26 -1.91408E-25 0.00000E+00 1.77533E-22
410 1.32732E-22 3.46851E-23 8.74789E-31 9.24642E-24 2.70368E-25 1.92378E-25 7.00000E-26 7.69617E-26 -1.91420E-25 0.00000E+00 1.77082E-22
411 1.32647E-22 3.44024E-23 8.69959E-31 9.17048E-24 2.70435E-25 1.92900E-25 7.00000E-26 7.71849E-26 -1.91432E-25 0.00000E+00 1.76639E-22
412 1.32562E-22 3.41257E-23 8.65194E-31 9.09614E-24 2.70501E-25 1.93411E-25 7.00000E-26 7.74034E-26 -1.91444E-25 0.00000E+00 1.76204E-22
413 1.32477E-22 3.38547E-23 8.60492E-31 9.02337E-24 2.70566E-25 1.93912E-25 7.00000E-26 7.76174E-26 -1.91456E-25 0.00000E+00 1.75776E-22
414 1.32392E-22 3.35894E-23 8.55854E-31 8.95211E-24 2.70629E-25 1.94402E-25 7.00000E-26 7.78270E-26 -1.91468E-25 0.00000E+00 1.75355E-22
415 1.32308E-22 3.33294E-23 8.51278E-31 8.88230E-24 2.70690E-25 1.94882E-25 7.00000E-26 7.80323E-26 -1.91481E-25 0.00000E+00 1.74942E-22
416 1.32223E-22 3.30746E-23 8.46761E-31 8.81389E-24 2.70751E-25 1.95353E-25 7.00000E-26 7.82335E-26 -1.91493E-25 0.00000E+00 1.74535E-22
417 1.32139E-22 3.28249E-23 8.42303E-31 8.74683E-24 2.70810E-25 1.95814E-25 7.00000E-26 7.84308E-26 -1.91505E-25 0.00000E+00 1.74134E-22
418 1.32054E-22 3.25800E-23 8.37903E-31 8.68109E-24 2.70869E-25 1.96266E-25 7.00000E-26 7.86242E-26 -1.91517E-25 0.00000E+00 1.73740E-22
419 1.31970E-22 3.23398E-23 8.33560E-31 8.61661E-24 2.70926E-25 1.96710E-25 7.00000E-26 7.88139E-26 -1.91529E-25 0.00000E+00 1.73351E-22
420 1.31886E-22 3.21042E-23 8.29272E-31 8.55337E-24 2.70982E-25 1.97145E-25 7.00000E-26 7.90000E-26 -1.91541E-25 0.00000E+00 1.72969E-22
421 1.31801E-22 3.18730E-23 8.25039E-31 8.49130E-24 2.71037E-25 1.97572E-25 7.00000E-26 7.91827E-26 -1.91553E-25 0.00000E+00 1.72592E-22
422 1.31717E-22 3.16460E-23 8.20858E-31 8.43039E-24 2.71091E-25 1.97992E-25 7.00000E-26 7.93620E-26 -1.91565E-25 0.00000E+00 1.72221E-22
423 1.31633E-22 3.14232E-23 8.16730E-31 8.37059E-24 2.71144E-25 1.98403E-25 7.00000E-26 7.95381E-26 -1.91577E-25 0.00000E+00 1.71855E-22
424 1.31549E-22 3.12044E-23 8.12653E-31 8.31188E-24 2.71196E-25 1.98807E-25 7.00000E-26 7.97110E-26 -1.91589E-25 0.00000E+00 1.71494E-22
425 1.31465E-22 3.09895E-23 8.08626E-31 8.25420E-24 2.71247E-25 1.99204E-25 7.00000E-26 7.98808E-26 -1.91601E-25 0.00000E+00 1.71138E-22
426 1.31382E-22 3.07783E-23 8.04648E-31 8.19755E-24 2.71298E-25 1.99594E-25 7.00000E-26 8.00477E-26 -1.91613E-25 0.00000E+00 1.70787E-22
427 1.31298E-22 3.05708E-23 8.00718E-31 8.14188E-24 2.71347E-25 1.99978E-25 7.00000E-26 8.02117E-26 -1.91625E-25 0.00000E+00 1.70441E-22
428 1.31214E-22 3.03669E-23 7.96836E-31 8.08716E-24 2.71396E-25 2.00354E-25 7.00000E-26 8.03728E-26 -1.91637E-25 0.00000E+00 1.70099E-22
429 1.31131E-22 3.01664E-23 7.92999E-31 8.03337E-24 2.71443E-25 2.00725E-25 7.00000E-26 8.05313E-26 -1.91649E-25 0.00000E+00 1.69762E-22
430 1.31047E-22 2.99692E-23 7.89208E-31 7.98049E-24 2.71490E-25 2.01089E-25 7.00000E-26 8.06871E-26 -1.91661E-25 0.00000E+00 1.69429E-22
431 1.30964E-22 2.97754E-23 7.85461E-31 7.92848E-24 2.71537E-25 2.01447E-25 7.00000E-26 8.08404E-26 -1.91673E-25 0.00000E+00 1.69100E-22
432 1.30880E-22 2.95846E-23 7.81758E-31 7.87732E-24 2.71582E-25 2.01799E-25 7.00000E-26 8.09912E-26 -1.91685E-25 0.00000E+00 1.68775E-22
433 1.30797E-22 2.93970E-23 7.78098E-31 7.82700E-24 2.71627E-25 2.02146E-25 7.00000E-26 8.11395E-26 -1.91697E-25 0.00000E+00 1.68454E-22
434 1.30714E-22 2.92123E-23 7.74479E-31 7.77747E-24 2.71671E-25 2.02487E-25 7.00000E-26 8.12855E-26 -1.91709E-25 0.00000E+00 1.68137E-22
435 1.30631E-22 2.90306E-23 7.70902E-31 7.72873E-24 2.71714E-25 2.02823E-25 7.00000E-26 8.14292E-26 -1.91721E-25 0.00000E+00 1.67824E-22
436 1.30548E-22 2.88517E-23 7.67365E-31 7.68075E-24 2.71757E-25 2.03153E-25 7.00000E-26 8.15706E-26 -1.91733E-25 0.00000E+00 1.67515E-22
437 1.30465E-22 2.86755E-23 7.63867E-31 7.63352E-24 2.71799E-25 2.03479E-25 7.00000E-26 8.17099E-26 -1.91745E-25 0.00000E+00 1.67209E-22
438 1.30382E-22 2.85021E-23 7.60408E-31 7.58701E-24 2.71840E-25 2.03799E-25 7.00000E-26 8.18471E-26 -1.91757E-25 0.00000E+00 1.66906E-22
439 1.30299E-22 2.83313E-23 7.56988E-31 7.54120E-24 2.71881E-25 2.04115E-25 7.00000E-26 8.19822E-26 -1.91769E-25 0.00000E+00 1.66607E-22
440 1.30216E-22 2.81630E-23 7.53605E-31 7.49608E-24 2.71921E-25 2.04426E-25 7.00000E-26 8.21153E-26 -1.91781E-25 0.00000E+00 1.66312E-22
441 1.30133E-22 2.79972E-23 7.50258E-31 7.45163E-24 2.71961E-25 2.04732E-25 7.00000E-26 8.22464E-26 -1.91793E-25 0.00000E+00 1.66019E-22
442 1.30050E-22 2.78338E-23 7.46948E-31 7.40783E-24 2.72000E-25 2.05034E-25 7.00000E-26 8.23756E-26 -1.91805E-25 0.00000E+00 1.65730E-22
443 1.29968E-22 2.76728E-23 7.43673E-31 7.36467E-24 2.72038E-25 2.05331E-25 7.00000E-26 8.25030E-26 -1.91817E-25 0.00000E+00 1.65443E-22
444 1.29885E-22 2.75141E-23 7.40432E-31 7.32212E-24 2.72076E-25 2.05624E-25 7.00000E-26 8.26285E-26 -1.91829E-25 0.00000E+00 1.65160E-22
445 1.29802E-22 2.73577E-23 7.37226E-31 7.28018E-24 2.72113E-25 2.05913E-25 7.00000E-26 8.27523E-26 -1.91841E-25 0.00000E+00 1.64879E-22
446 1.29720E-22 2.72034E-23 7.34053E-31 7.23884E-24 2.72150E-25 2.06198E-25 7.00000E-26 8.28743E-26 -1.91853E-25 0.00000E+00 1.64602E-22
447 1.29638E-22 2.70514E-23 7.30914E-31 7.19807E-24 2.72186E-25 2.06479E-25 7.00000E-26 8.29947E-26 -1.91865E-25 0.00000E+00 1.64327E-22
448 1.29555E-22 2.69013E-23 7.27806E-31 7.15786E-24 2.72222E-25 2.06756E-25 7.00000E-26 8.31134E-26 -1.91877E-25 0.00000E+00 1.64055E-22
449 1.29473E-22 2.67534E-23 7.24731E-31 7.11820E-24 2.72258E-25 2.07030E-25 7.00000E-26 8.32305E-26 -1.91889E-25 0.00000E+00 1.63785E-22
450 1.29391E-22 2.66074E-23 7.21686E-31 7.07907E-24 2.72292E-25 2.07299E-25 7.00000E-26 8.33460E-26 -1.91901E-25 0.00000E+00 1.63518E-22
451 1.29309E-22 2.64634E-23 7.18672E-31 7.04048E-24 2.72327E-25 2.07565E-25 7.00000E-26 8.34600E-26 -1.91913E-25 0.00000E+00 1.63254E-22
452 1.29226E-22 2.63213E-23 7.15689E-31 7.00239E-24 2.72361E-25 2.07828E-25 7.00000E-26 8.35724E-26 -1.91925E-25 0.00000E+00 1.62992E-22
453 1.28408E-22 2.49966E-23 6.87406E-31 6.64739E-24 2.72677E-25 2.10275E-25 7.00000E-26 8.46213E-26 -1.92044E-25 0.00000E+00 1.60498E-22
454 1.27596E-22 2.38228E-23 6.61639E-31 6.33290E-24 2.72957E-25 2.12444E-25 7.00000E-26 8.55513E-26 -1.92164E-25 0.00000E+00 1.58200E-22
455 1.26789E-22 2.27726E-23 6.38023E-31 6.05159E-24 2.73207E-25 2.14384E-25 7.00000E-26 8.63838E-26 -1.92283E-25 0.00000E+00 1.56065E-22
456 1.25987E-22 2.18252E-23 6.16262E-31 5.79785E-24 2.73433E-25 2.16135E-25 7.00000E-26 8.71354E-26 -1.92402E-25 0.00000E+00 1.54064E-22
457 1.25190E-22 2.09645E-23 5.96116E-31 5.56735E-24 2.73637E-25 2.17725E-25 7.00000E-26 8.78187E-26 -1.92521E-25 0.00000E+00 1.52178E-22
458 1.24398E-22 2.01776E-23 5.77385E-31 5.35664E-24 2.73823E-25 2.19179E-25 7.00000E-26 8.84437E-26 -1.92639E-25 0.00000E+00 1.50391E-22
459 1.23610E-22 1.94544E-23 5.59903E-31 5.16298E-24 2.73994E-25 2.20515E-25 7.00000E-26 8.90186E-26 -1.92758E-25 0.00000E+00 1.48688E-22
460 1.22827E-22 1.87863E-23 5.43532E-31 4.98412E-24 2.74150E-25 2.21750E-25 7.00000E-26 8.95500E-26 -1.92876E-25 0.00000E+00 1.47060E-22
461 1.22049E-22 1.81667E-23 5.28152E-31 4.81821E-24 2.74295E-25 2.22895E-25 7.00000E-26 9.00433E-26 -1.92994E-25 0.00000E+00 1.45498E-22
462 1.21275E-22 1.75896E-23 5.13663E-31 4.66372E-24 2.74429E-25 2.23961E-25 7.00000E-26 9.05029E-26 -1.93112E-25 0.00000E+00 1.43995E-22
463 1.20506E-22 1.70504E-23 4.99977E-31 4.51936E-24 2.74553E-25 2.24957E-25 7.00000E-26 9.09327E-26 -1.93230E-25 0.00000E+00 1.42543E-22
464 1.19742E-22 1.65449E-23 4.87020E-31 4.38404E-24 2.74669E-25 2.25891E-25 7.00000E-26 9.13359E-26 -1.93347E-25 0.00000E+00 1.41139E-22
465 1.18981E-22 1.60698E-23 4.74726E-31 4.25683E-24 2.74777E-25 2.26769E-25 7.00000E-26 9.17151E-26 -1.93465E-25 0.00000E+00 1.39777E-22
466 1.18225E-22 1.56219E-23 4.63039E-31 4.13693E-24 2.74877E-25 2.27596E-25 7.00000E-26 9.20728E-26 -1.93582E-25 0.00000E+00 1.38455E-22
467 1.17473E-22 1.51987E-23 4.51906E-31 4.02365E-24 2.74971E-25 2.28378E-25 7.00000E-26 9.24111E-26 -1.93699E-25 0.00000E+00 1.37168E-22
468 1.16726E-22 1.47980E-23 4.41285E-31 3.91638E-24 2.75060E-25 2.29118E-25 7.00000E-26 9.27315E-26 -1.93816E-25 0.00000E+00 1.35913E-22
469 1.15983E-22 1.44179E-23 4.31135E-31 3.81461E-24 2.75142E-25 2.29821E-25 7.00000E-26 9.30358E-26 -1.93932E-25 0.00000E+00 1.34689E-22
470 1.15244E-22 1.40565E-23 4.21421E-31 3.71786E-24 2.75220E-25 2.30488E-25 7.00000E-26 9.33252E-26 -1.94049E-25 0.00000E+00 1.33493E-22
471 1.14509E-22 1.37123E-23 4.12111E-31 3.62573E-24 2.75293E-25 2.31124E-25 7.00000E-26 9.36010E-26 -1.94165E-25 0.00000E+00 1.32323E-22
472 1.13778E-22 1.33841E-23 4.03178E-31 3.53785E-24 2.75362E-25 2.31731E-25 7.00000E-26 9.38643E-26 -1.94281E-25 0.00000E+00 1.31177E-22
473 1.13051E-22 1.30705E-23 3.94596E-31 3.45391E-24 2.75426E-25 2.32310E-25 7.00000E-26 9.41159E-26 -1.94397E-25 0.00000E+00 1.30053E-22
474 1.12329E-22 1.27705E-23 3.86341E-31 3.37361E-24 2.75487E-25 2.32864E-25 7.00000E-26 9.43567E-26 -1.94512E-25 0.00000E+00 1.28951E-22
475 1.11610E-22 1.24832E-23 3.78392E-31 3.29669E-24 2.75544E-25 2.33394E-25 7.00000E-26 9.45877E-26 -1.94628E-25 0.00000E+00 1.27869E-22
476 1.10896E-22 1.22077E-23 3.70732E-31 3.22292E-24 2.75597E-25 2.33903E-25 7.00000E-26 9.48092E-26 -1.94743E-25 0.00000E+00 1.26806E-22
477 1.10186E-22 1.19431E-23 3.63342E-31 3.15209E-24 2.75648E-25 2.34392E-25 7.00000E-26 9.50221E-26 -1.94859E-25 0.00000E+00 1.25761E-22
478 1.09479E-22 1.16888E-23 3.56206E-31 3.08401E-24 2.75695E-25 2.34862E-25 7.00000E-26 9.52270E-26 -1.94973E-25 0.00000E+00 1.24733E-22
479 1.08777E-22 1.14441E-23 3.49310E-31 3.01849E-24 2.75740E-25 2.35314E-25 7.00000E-26 9.54241E-26 -1.95088E-25 0.00000E+00 1.23721E-22
480 1.08079E-22 1.12084E-23 3.42641E-31 2.95540E-24 2.75781E-25 2.35749E-25 7.00000E-26 9.56142E-26 -1.95203E-25 0.00000E+00 1.22724E-22
481 1.07384E-22 1.09812E-23 3.36185E-31 2.89457E-24 2.75820E-25 2.36168E-25 7.00000E-26 9.57976E-26 -1.95317E-25 0.00000E+00 1.21742E-22
482 1.06694E-22 1.07620E-23 3.29933E-31 2.83587E-24 2.75857E-25 2.36573E-25 7.00000E-26 9.59746E-26 -1.95432E-25 0.00000E+00 1.20775E-22
483 1.06007E-22 1.05503E-23 3.23873E-31 2.77920E-24 2.75892E-25 2.36964E-25 7.00000E-26 9.61457E-26 -1.95546E-25 0.00000E+00 1.19820E-22
484 1.05324E-22 1.03457E-23 3.17996E-31 2.72442E-24 2.75924E-25 2.37342E-25 7.00000E-26 9.63111E-26 -1.95660E-25 0.00000E+00 1.18878E-22
