Time,Density,gasTemp,dustTemp,av,H2O ,H2  ,H   ,H+  ,HE+ ,C   ,C+  ,O   ,O+  ,CO  ,CO+ ,E-  
  1.000E-07, 1.0000E+03,  100.00,   45.87, 2.5441E+00, 1.000E-30, 3.000E-01, 4.000E-01, 1.660E-17, 4.269E-18, 1.860E-15, 1.000E-04, 3.000E-04, 7.623E-20, 1.135E-28, 1.778E-22, 1.000E-04
  2.000E-07, 1.0000E+03,  100.00,   19.25, 2.5441E+00, 2.717E-30, 3.000E-01, 4.000E-01, 3.320E-17, 8.538E-18, 3.721E-15, 1.000E-04, 3.000E-04, 1.525E-19, 7.208E-28, 3.556E-22, 1.000E-04
  4.000E-07, 1.0000E+03,  100.00,   19.25, 2.5441E+00, 7.675E-30, 3.000E-01, 4.000E-01, 6.640E-17, 1.708E-17, 7.441E-15, 1.000E-04, 3.000E-04, 3.049E-19, 2.475E-27, 7.113E-22, 1.000E-04
  8.000E-07, 1.0000E+03,  100.00,   19.25, 2.5441E+00, 2.269E-29, 3.000E-01, 4.000E-01, 1.328E-16, 3.415E-17, 1.488E-14, 1.000E-04, 3.000E-04, 6.099E-19, 7.787E-27, 1.423E-21, 1.000E-04
  1.600E-06, 1.0000E+03,  100.00,   19.25, 2.5441E+00, 9.292E-29, 3.000E-01, 4.000E-01, 2.656E-16, 6.830E-17, 2.976E-14, 1.000E-04, 3.000E-04, 1.220E-18, 3.265E-26, 2.845E-21, 1.000E-04
  3.200E-06, 1.0000E+03,  100.00,   19.25, 2.5441E+00, 3.346E-28, 3.000E-01, 4.000E-01, 5.312E-16, 1.366E-16, 5.953E-14, 1.000E-04, 3.000E-04, 2.439E-18, 1.182E-25, 5.691E-21, 1.000E-04
  6.400E-06, 1.0000E+03,  100.00,   19.25, 2.5441E+00, 1.163E-27, 3.000E-01, 4.000E-01, 1.062E-15, 2.732E-16, 1.191E-13, 1.000E-04, 3.000E-04, 4.879E-18, 4.118E-25, 1.138E-20, 1.000E-04
  1.280E-05, 1.0000E+03,  100.00,   19.25, 2.5441E+00, 4.641E-27, 3.000E-01, 4.000E-01, 2.125E-15, 5.464E-16, 2.381E-13, 1.000E-04, 3.000E-04, 9.756E-18, 1.651E-24, 2.277E-20, 1.000E-04
  2.560E-05, 1.0000E+03,  100.00,   19.25, 2.5441E+00, 1.790E-26, 3.000E-01, 4.000E-01, 4.250E-15, 1.093E-15, 4.762E-13, 1.000E-04, 3.000E-04, 1.951E-17, 6.386E-24, 4.555E-20, 1.000E-04
  5.120E-05, 1.0000E+03,  100.00,   19.25, 2.5441E+00, 6.764E-26, 3.000E-01, 4.000E-01, 8.501E-15, 2.186E-15, 9.525E-13, 1.000E-04, 3.000E-04, 3.901E-17, 2.421E-23, 9.114E-20, 1.000E-04
  1.024E-04, 1.0000E+03,  100.00,   19.25, 2.5441E+00, 2.659E-25, 3.000E-01, 4.000E-01, 1.700E-14, 4.371E-15, 1.905E-12, 1.000E-04, 3.000E-04, 7.797E-17, 9.830E-23, 1.824E-19, 1.000E-04
  2.048E-04, 1.0000E+03,  100.00,   19.25, 2.5441E+00, 1.055E-24, 3.000E-01, 4.000E-01, 3.402E-14, 8.742E-15, 3.810E-12, 1.000E-04, 3.000E-04, 1.558E-16, 4.024E-22, 3.656E-19, 1.000E-04
  4.096E-04, 1.0000E+03,  100.00,   19.25, 2.5441E+00, 4.136E-24, 3.000E-01, 4.000E-01, 6.809E-14, 1.748E-14, 7.620E-12, 1.000E-04, 3.000E-04, 3.109E-16, 1.617E-21, 7.338E-19, 1.000E-04
  8.192E-04, 1.0000E+03,  100.00,   19.25, 2.5441E+00, 1.631E-23, 3.000E-01, 4.000E-01, 1.364E-13, 3.497E-14, 1.524E-11, 1.000E-04, 3.000E-04, 6.190E-16, 6.834E-21, 1.478E-18, 1.000E-04
  1.638E-03, 1.0000E+03,  100.00,   19.25, 2.5441E+00, 6.588E-23, 3.000E-01, 4.000E-01, 2.735E-13, 6.994E-14, 3.048E-11, 1.000E-04, 3.000E-04, 1.227E-15, 3.364E-20, 2.997E-18, 1.000E-04
  3.277E-03, 1.0000E+03,  100.00,   19.25, 2.5441E+00, 2.662E-22, 3.000E-01, 4.000E-01, 5.499E-13, 1.399E-13, 6.097E-11, 1.000E-04, 3.000E-04, 2.413E-15, 1.569E-19, 6.151E-18, 1.000E-04
  6.554E-03, 1.0000E+03,  100.00,   19.25, 2.5441E+00, 1.394E-21, 3.000E-01, 4.000E-01, 1.111E-12, 2.798E-13, 1.220E-10, 1.000E-04, 3.000E-04, 4.667E-15, 8.665E-19, 1.287E-17, 1.000E-04
  1.311E-02, 1.0000E+03,  100.00,   19.25, 2.5441E+00, 1.033E-20, 3.000E-01, 4.000E-01, 2.260E-12, 5.595E-13, 2.440E-10, 1.000E-04, 3.000E-04, 8.750E-15, 5.295E-18, 2.762E-17, 1.000E-04
  2.621E-02, 1.0000E+03,  100.00,   19.25, 2.5441E+00, 8.940E-20, 3.000E-01, 4.000E-01, 4.657E-12, 1.119E-12, 4.881E-10, 1.000E-04, 3.000E-04, 1.541E-14, 3.138E-17, 6.109E-17, 1.000E-04
  5.243E-02, 1.0000E+03,  100.00,   19.25, 2.5441E+00, 1.179E-18, 3.000E-01, 4.000E-01, 9.712E-12, 2.238E-12, 9.770E-10, 1.000E-04, 3.000E-04, 2.427E-14, 1.993E-16, 1.346E-16, 1.000E-04
  1.049E-01, 1.0000E+03,  100.00,   19.25, 2.5441E+00, 2.128E-17, 3.000E-01, 4.000E-01, 2.030E-11, 4.476E-12, 1.956E-09, 1.000E-04, 3.000E-04, 3.236E-14, 1.315E-15, 2.757E-16, 1.000E-04
  2.097E-01, 1.0000E+03,   99.99,   19.25, 2.5441E+00, 3.421E-16, 3.000E-01, 4.000E-01, 4.193E-11, 8.952E-12, 3.914E-09, 1.000E-04, 3.000E-04, 3.610E-14, 8.379E-15, 5.103E-16, 1.000E-04
  4.194E-01, 1.0000E+03,   99.99,   19.25, 2.5441E+00, 4.038E-15, 3.000E-01, 4.000E-01, 8.531E-11, 1.790E-11, 7.833E-09, 9.999E-05, 3.000E-04, 3.751E-14, 4.967E-14, 9.080E-16, 1.000E-04
  8.389E-01, 1.0000E+03,   99.97,   19.25, 2.5441E+00, 3.039E-14, 3.000E-01, 4.000E-01, 1.721E-10, 3.580E-11, 1.568E-08, 9.998E-05, 3.000E-04, 3.962E-14, 2.569E-13, 1.608E-15, 1.000E-04
  1.678E+00, 1.0000E+03,   99.95,   19.25, 2.5441E+00, 1.541E-13, 3.000E-01, 4.000E-01, 3.456E-10, 7.160E-11, 3.141E-08, 9.997E-05, 3.000E-04, 4.383E-14, 1.065E-12, 2.928E-15, 1.000E-04
  3.355E+00, 1.0000E+03,   99.90,   19.25, 2.5441E+00, 5.895E-13, 3.000E-01, 4.000E-01, 6.924E-10, 1.432E-10, 6.278E-08, 9.994E-05, 3.000E-04, 5.224E-14, 3.370E-12, 5.667E-15, 1.001E-04
  6.711E+00, 1.0000E+03,   99.80,   19.25, 2.5441E+00, 1.778E-12, 3.000E-01, 4.000E-01, 1.385E-09, 2.861E-10, 1.244E-07, 9.987E-05, 3.000E-04, 6.900E-14, 8.658E-12, 1.137E-14, 1.002E-04
  1.342E+01, 1.0000E+03,   99.60,   19.25, 2.5441E+00, 4.228E-12, 3.000E-01, 4.000E-01, 2.768E-09, 5.716E-10, 2.422E-07, 9.976E-05, 3.000E-04, 1.023E-13, 2.032E-11, 2.230E-14, 1.004E-04
  2.684E+01, 1.0000E+03,   99.20,   19.25, 2.5441E+00, 8.222E-12, 3.000E-01, 4.000E-01, 5.521E-09, 1.140E-09, 4.579E-07, 9.954E-05, 3.000E-04, 1.682E-13, 4.721E-11, 4.092E-14, 1.007E-04
  5.369E+01, 1.0000E+03,   98.42,   19.25, 2.5441E+00, 1.407E-11, 3.000E-01, 3.999E-01, 1.099E-08, 2.270E-09, 8.203E-07, 9.918E-05, 3.000E-04, 2.971E-13, 1.122E-10, 6.845E-14, 1.012E-04
  1.074E+02, 1.0000E+03,   96.88,   19.25, 2.5441E+00, 2.324E-11, 3.001E-01, 3.998E-01, 2.176E-08, 4.497E-09, 1.339E-06, 9.866E-05, 3.000E-04, 5.437E-13, 2.729E-10, 1.044E-13, 1.019E-04
  2.147E+02, 1.0000E+03,   93.95,   19.25, 2.5441E+00, 3.935E-11, 3.002E-01, 3.996E-01, 4.282E-08, 8.826E-09, 1.908E-06, 9.809E-05, 3.000E-04, 9.968E-13, 6.782E-10, 1.549E-13, 1.025E-04
