Time,Density,gasTemp,dustTemp,av,H2O ,H2  ,H   ,H+  ,HE+ ,C   ,C+  ,O   ,O+  ,CO  ,CO+ ,E-  
  1.000E-07, 1.0000E+03,  100.00,   45.87, 2.5441E-03, 1.000E-30, 3.000E-01, 4.000E-01, 1.660E-17, 4.269E-18, 1.860E-15, 1.000E-04, 3.000E-04, 7.623E-20, 1.135E-28, 1.778E-22, 1.000E-04
  2.000E-07, 1.0000E+03,  100.00,   45.80, 2.5441E-03, 1.845E-30, 3.000E-01, 4.000E-01, 3.320E-17, 8.538E-18, 3.721E-15, 1.000E-04, 3.000E-04, 1.525E-19, 4.122E-28, 3.556E-22, 1.000E-04
  4.000E-07, 1.0000E+03,  100.00,   45.80, 2.5441E-03, 5.022E-30, 3.000E-01, 4.000E-01, 6.640E-17, 1.708E-17, 7.441E-15, 1.000E-04, 3.000E-04, 3.049E-19, 1.536E-27, 7.113E-22, 1.000E-04
  8.000E-07, 1.0000E+03,  100.00,   45.80, 2.5441E-03, 1.700E-29, 3.000E-01, 4.000E-01, 1.328E-16, 3.415E-17, 1.488E-14, 1.000E-04, 3.000E-04, 6.099E-19, 5.772E-27, 1.423E-21, 1.000E-04
  1.600E-06, 1.0000E+03,  100.00,   45.80, 2.5441E-03, 6.561E-29, 3.000E-01, 4.000E-01, 2.656E-16, 6.830E-17, 2.976E-14, 1.000E-04, 3.000E-04, 1.220E-18, 2.298E-26, 2.845E-21, 1.000E-04
  3.200E-06, 1.0000E+03,  100.00,   45.80, 2.5441E-03, 2.569E-28, 3.000E-01, 4.000E-01, 5.312E-16, 1.366E-16, 5.953E-14, 1.000E-04, 3.000E-04, 2.439E-18, 9.074E-26, 5.691E-21, 1.000E-04
  6.400E-06, 1.0000E+03,  100.00,   45.80, 2.5441E-03, 1.005E-27, 3.000E-01, 4.000E-01, 1.062E-15, 2.732E-16, 1.191E-13, 1.000E-04, 3.000E-04, 4.879E-18, 3.557E-25, 1.138E-20, 1.000E-04
  1.280E-05, 1.0000E+03,  100.01,   45.80, 2.5441E-03, 3.987E-27, 3.000E-01, 4.000E-01, 2.125E-15, 5.464E-16, 2.381E-13, 1.000E-04, 3.000E-04, 9.757E-18, 1.418E-24, 2.277E-20, 1.000E-04
  2.560E-05, 1.0000E+03,  100.01,   45.80, 2.5441E-03, 1.590E-26, 3.000E-01, 4.000E-01, 4.251E-15, 1.093E-15, 4.762E-13, 1.000E-04, 3.000E-04, 1.951E-17, 5.685E-24, 4.554E-20, 1.000E-04
  5.120E-05, 1.0000E+03,  100.02,   45.80, 2.5441E-03, 6.316E-26, 3.000E-01, 4.000E-01, 8.503E-15, 2.186E-15, 9.522E-13, 1.000E-04, 3.000E-04, 3.901E-17, 2.267E-23, 9.113E-20, 1.000E-04
  1.024E-04, 1.0000E+03,  100.05,   45.80, 2.5441E-03, 2.509E-25, 3.000E-01, 4.000E-01, 1.701E-14, 4.371E-15, 1.904E-12, 1.000E-04, 3.000E-04, 7.798E-17, 9.084E-23, 1.824E-19, 1.000E-04
  2.048E-04, 1.0000E+03,  100.10,   45.80, 2.5441E-03, 1.327E-24, 3.000E-01, 4.001E-01, 3.408E-14, 8.742E-15, 3.805E-12, 1.000E-04, 3.000E-04, 1.557E-16, 5.016E-22, 3.659E-19, 1.000E-04
  4.096E-04, 1.0000E+03,  100.20,   45.80, 2.5441E-03, 5.145E-24, 2.999E-01, 4.002E-01, 6.833E-14, 1.748E-14, 7.601E-12, 1.000E-04, 3.000E-04, 3.105E-16, 2.039E-21, 7.352E-19, 1.000E-04
  8.192E-04, 1.0000E+03,  100.40,   45.80, 2.5441E-03, 1.985E-23, 2.998E-01, 4.003E-01, 1.373E-13, 3.497E-14, 1.517E-11, 1.000E-04, 3.000E-04, 6.177E-16, 8.687E-21, 1.483E-18, 1.000E-04
  1.638E-03, 1.0000E+03,  100.79,   45.80, 2.5441E-03, 7.423E-23, 2.997E-01, 4.006E-01, 2.768E-13, 6.994E-14, 3.020E-11, 1.000E-04, 3.000E-04, 1.224E-15, 3.736E-20, 3.014E-18, 1.000E-04
  3.277E-03, 1.0000E+03,  101.59,   45.80, 2.5441E-03, 2.706E-22, 2.994E-01, 4.013E-01, 5.616E-13, 1.399E-13, 5.994E-11, 1.000E-04, 3.000E-04, 2.405E-15, 1.645E-19, 6.196E-18, 1.000E-04
  6.554E-03, 1.0000E+03,  103.18,   45.80, 2.5441E-03, 1.029E-21, 2.987E-01, 4.026E-01, 1.153E-12, 2.798E-13, 1.181E-10, 1.000E-04, 3.000E-04, 4.651E-15, 8.142E-19, 1.305E-17, 1.000E-04
  1.311E-02, 1.0000E+03,  106.34,   45.80, 2.5441E-03, 4.780E-21, 2.974E-01, 4.051E-01, 2.414E-12, 5.595E-13, 2.291E-10, 1.000E-04, 3.000E-04, 8.706E-15, 4.572E-18, 2.883E-17, 1.001E-04
  2.621E-02, 1.0000E+03,  112.64,   45.80, 2.5441E-03, 4.518E-20, 2.949E-01, 4.102E-01, 5.194E-12, 1.119E-12, 4.314E-10, 1.000E-04, 3.000E-04, 1.533E-14, 2.813E-17, 7.038E-17, 1.002E-04
  5.243E-02, 1.0000E+03,  125.13,   45.80, 2.5441E-03, 7.663E-19, 2.899E-01, 4.202E-01, 1.150E-11, 2.238E-12, 7.663E-10, 1.000E-04, 3.000E-04, 2.425E-14, 1.757E-16, 2.042E-16, 1.003E-04
  1.049E-01, 1.0000E+03,  149.63,   45.80, 2.5441E-03, 1.282E-17, 2.801E-01, 4.397E-01, 2.597E-11, 4.476E-12, 1.219E-09, 1.000E-04, 3.000E-04, 3.274E-14, 1.030E-15, 6.500E-16, 1.006E-04
  2.097E-01, 1.0000E+03,  196.90,   45.80, 2.5441E-03, 1.494E-16, 2.616E-01, 4.768E-01, 5.893E-11, 8.952E-12, 1.591E-09, 1.000E-04, 3.000E-04, 3.837E-14, 4.987E-15, 1.531E-15, 1.011E-04
  4.194E-01, 1.0000E+03,  287.91,   45.80, 2.5441E-03, 9.588E-16, 2.281E-01, 5.438E-01, 1.305E-10, 1.790E-11, 1.522E-09, 1.000E-04, 3.000E-04, 4.682E-14, 1.635E-14, 1.897E-15, 1.020E-04
  8.389E-01, 1.0000E+03,  480.22,   45.80, 2.5441E-03, 3.094E-15, 1.734E-01, 6.531E-01, 2.790E-10, 3.580E-11, 9.809E-10, 1.000E-04, 3.000E-04, 7.343E-14, 3.101E-14, 1.629E-15, 1.032E-04
  1.678E+00, 1.0000E+03,  896.17,   45.80, 2.5441E-03, 2.799E-14, 1.003E-01, 7.995E-01, 1.086E-09, 7.160E-11, 4.746E-10, 1.000E-04, 3.000E-04, 2.633E-13, 2.924E-13, 3.769E-14, 1.044E-04
  3.355E+00, 1.0000E+03, 1485.05,   45.80, 2.5441E-03, 2.422E-12, 3.352E-02, 9.330E-01, 4.541E-08, 1.432E-10, 2.277E-09, 9.999E-05, 3.000E-04, 1.268E-11, 1.124E-11, 1.042E-12, 1.050E-04
