Time,Density,gasTemp,dustTemp,av,H2O ,H2  ,H   ,H+  ,HE+ ,C   ,C+  ,O   ,O+  ,CO  ,CO+ ,E-  
  1.000E-07, 1.0000E+03,  100.00,   45.87, 1.7808E-05, 1.000E-30, 3.000E-01, 4.000E-01, 1.660E-17, 4.269E-18, 1.860E-15, 1.000E-04, 3.000E-04, 7.623E-20, 1.135E-28, 1.778E-22, 1.000E-04
  2.000E-07, 1.0000E+03,  100.00,   45.87, 1.7808E-05, 1.844E-30, 3.000E-01, 4.000E-01, 3.320E-17, 8.538E-18, 3.721E-15, 1.000E-04, 3.000E-04, 1.525E-19, 4.122E-28, 3.556E-22, 1.000E-04
  4.000E-07, 1.0000E+03,  100.00,   45.87, 1.7808E-05, 5.020E-30, 3.000E-01, 4.000E-01, 6.640E-17, 1.708E-17, 7.441E-15, 1.000E-04, 3.000E-04, 3.049E-19, 1.536E-27, 7.113E-22, 1.000E-04
  8.000E-07, 1.0000E+03,  100.00,   45.87, 1.7808E-05, 1.699E-29, 3.000E-01, 4.000E-01, 1.328E-16, 3.415E-17, 1.488E-14, 1.000E-04, 3.000E-04, 6.099E-19, 5.770E-27, 1.423E-21, 1.000E-04
  1.600E-06, 1.0000E+03,  100.01,   45.87, 1.7808E-05, 6.560E-29, 3.000E-01, 4.000E-01, 2.656E-16, 6.830E-17, 2.976E-14, 1.000E-04, 3.000E-04, 1.220E-18, 2.298E-26, 2.845E-21, 1.000E-04
  3.200E-06, 1.0000E+03,  100.02,   45.87, 1.7808E-05, 2.568E-28, 3.000E-01, 4.000E-01, 5.312E-16, 1.366E-16, 5.953E-14, 1.000E-04, 3.000E-04, 2.439E-18, 9.073E-26, 5.691E-21, 1.000E-04
  6.400E-06, 1.0000E+03,  100.04,   45.87, 1.7808E-05, 1.004E-27, 3.000E-01, 4.000E-01, 1.063E-15, 2.732E-16, 1.191E-13, 1.000E-04, 3.000E-04, 4.879E-18, 3.557E-25, 1.138E-20, 1.000E-04
  1.280E-05, 1.0000E+03,  100.08,   45.87, 1.7808E-05, 3.983E-27, 3.000E-01, 4.001E-01, 2.125E-15, 5.464E-16, 2.381E-13, 1.000E-04, 3.000E-04, 9.757E-18, 1.419E-24, 2.277E-20, 1.000E-04
  2.560E-05, 1.0000E+03,  100.15,   45.87, 1.7808E-05, 1.587E-26, 2.999E-01, 4.001E-01, 4.251E-15, 1.093E-15, 4.762E-13, 1.000E-04, 3.000E-04, 1.951E-17, 5.689E-24, 4.556E-20, 1.000E-04
  5.120E-05, 1.0000E+03,  100.30,   45.87, 1.7808E-05, 6.287E-26, 2.999E-01, 4.002E-01, 8.506E-15, 2.186E-15, 9.522E-13, 1.000E-04, 3.000E-04, 3.901E-17, 2.268E-23, 9.117E-20, 1.000E-04
  1.024E-04, 1.0000E+03,  100.60,   45.87, 1.7808E-05, 2.486E-25, 2.998E-01, 4.005E-01, 1.702E-14, 4.371E-15, 1.904E-12, 1.000E-04, 3.000E-04, 7.798E-17, 9.102E-23, 1.826E-19, 1.000E-04
  2.048E-04, 1.0000E+03,  101.21,   45.87, 1.7808E-05, 1.302E-24, 2.995E-01, 4.010E-01, 3.413E-14, 8.742E-15, 3.805E-12, 1.000E-04, 3.000E-04, 1.557E-16, 5.032E-22, 3.667E-19, 1.000E-04
  4.096E-04, 1.0000E+03,  102.42,   45.87, 1.7808E-05, 4.955E-24, 2.990E-01, 4.019E-01, 6.852E-14, 1.748E-14, 7.599E-12, 1.000E-04, 3.000E-04, 3.105E-16, 2.047E-21, 7.380E-19, 1.000E-04
  8.192E-04, 1.0000E+03,  104.82,   45.87, 1.7808E-05, 1.800E-23, 2.981E-01, 4.039E-01, 1.380E-13, 3.497E-14, 1.516E-11, 1.000E-04, 3.000E-04, 6.179E-16, 8.418E-21, 1.494E-18, 1.000E-04
  1.638E-03, 1.0000E+03,  109.62,   45.87, 1.7808E-05, 6.163E-23, 2.961E-01, 4.078E-01, 2.793E-13, 6.994E-14, 3.018E-11, 1.000E-04, 3.000E-04, 1.225E-15, 3.515E-20, 3.053E-18, 1.000E-04
  3.277E-03, 1.0000E+03,  119.15,   45.87, 1.7808E-05, 1.953E-22, 2.923E-01, 4.154E-01, 5.708E-13, 1.399E-13, 5.987E-11, 1.000E-04, 3.000E-04, 2.409E-15, 1.524E-19, 6.344E-18, 1.000E-04
  6.554E-03, 1.0000E+03,  137.94,   45.87, 1.7808E-05, 5.921E-22, 2.848E-01, 4.304E-01, 1.189E-12, 2.798E-13, 1.177E-10, 1.000E-04, 3.000E-04, 4.660E-15, 7.496E-19, 1.360E-17, 1.000E-04
  1.311E-02, 1.0000E+03,  174.49,   45.87, 1.7808E-05, 2.288E-21, 2.703E-01, 4.593E-01, 2.555E-12, 5.595E-13, 2.278E-10, 1.000E-04, 3.000E-04, 8.728E-15, 3.986E-18, 3.055E-17, 1.001E-04
  2.621E-02, 1.0000E+03,  244.52,   45.87, 1.7808E-05, 2.145E-20, 2.436E-01, 5.128E-01, 5.728E-12, 1.119E-12, 4.270E-10, 1.000E-04, 3.000E-04, 1.541E-14, 2.114E-17, 7.310E-17, 1.002E-04
  5.243E-02, 1.0000E+03,  385.36,   45.87, 1.7808E-05, 3.250E-19, 1.978E-01, 6.044E-01, 1.340E-11, 2.238E-12, 7.533E-10, 1.000E-04, 3.000E-04, 2.460E-14, 1.076E-16, 1.854E-16, 1.003E-04
  1.049E-01, 1.0000E+03,  699.48,   45.87, 1.7808E-05, 4.867E-17, 1.304E-01, 7.392E-01, 3.335E-11, 4.476E-12, 1.188E-09, 1.000E-04, 3.000E-04, 3.448E-14, 8.975E-16, 1.550E-15, 1.006E-04
  2.097E-01, 1.0000E+03, 1261.18,   45.87, 1.7808E-05, 1.324E-13, 5.667E-02, 8.867E-01, 6.490E-10, 8.952E-12, 1.967E-09, 1.000E-04, 3.000E-04, 1.389E-13, 2.605E-13, 2.538E-13, 1.012E-04
