Time,Density,gasTemp,dustTemp,av,H2O ,H2  ,H   ,H+  ,HE+ ,C   ,C+  ,O   ,O+  ,CO  ,CO+ ,E-  
  1.000E-07, 1.0000E+03,  100.00,   45.87, 1.0176E-03, 1.000E-30, 3.000E-01, 4.000E-01, 1.660E-17, 4.269E-18, 1.860E-15, 1.000E-04, 3.000E-04, 7.623E-20, 1.135E-28, 1.778E-22, 1.000E-04
  2.000E-07, 1.0000E+03,  100.00,   45.84, 1.0176E-03, 1.844E-30, 3.000E-01, 4.000E-01, 3.320E-17, 8.538E-18, 3.721E-15, 1.000E-04, 3.000E-04, 1.525E-19, 4.122E-28, 3.556E-22, 1.000E-04
  4.000E-07, 1.0000E+03,  100.00,   45.84, 1.0176E-03, 5.021E-30, 3.000E-01, 4.000E-01, 6.640E-17, 1.708E-17, 7.441E-15, 1.000E-04, 3.000E-04, 3.049E-19, 1.536E-27, 7.113E-22, 1.000E-04
  8.000E-07, 1.0000E+03,  100.00,   45.84, 1.0176E-03, 1.699E-29, 3.000E-01, 4.000E-01, 1.328E-16, 3.415E-17, 1.488E-14, 1.000E-04, 3.000E-04, 6.099E-19, 5.771E-27, 1.423E-21, 1.000E-04
  1.600E-06, 1.0000E+03,  100.00,   45.84, 1.0176E-03, 6.561E-29, 3.000E-01, 4.000E-01, 2.656E-16, 6.830E-17, 2.976E-14, 1.000E-04, 3.000E-04, 1.220E-18, 2.298E-26, 2.845E-21, 1.000E-04
  3.200E-06, 1.0000E+03,  100.00,   45.84, 1.0176E-03, 2.569E-28, 3.000E-01, 4.000E-01, 5.312E-16, 1.366E-16, 5.953E-14, 1.000E-04, 3.000E-04, 2.439E-18, 9.073E-26, 5.691E-21, 1.000E-04
  6.400E-06, 1.0000E+03,  100.00,   45.84, 1.0176E-03, 1.005E-27, 3.000E-01, 4.000E-01, 1.062E-15, 2.732E-16, 1.191E-13, 1.000E-04, 3.000E-04, 4.879E-18, 3.557E-25, 1.138E-20, 1.000E-04
  1.280E-05, 1.0000E+03,  100.01,   45.84, 1.0176E-03, 3.987E-27, 3.000E-01, 4.000E-01, 2.125E-15, 5.464E-16, 2.381E-13, 1.000E-04, 3.000E-04, 9.757E-18, 1.418E-24, 2.277E-20, 1.000E-04
  2.560E-05, 1.0000E+03,  100.02,   45.84, 1.0176E-03, 1.590E-26, 3.000E-01, 4.000E-01, 4.251E-15, 1.093E-15, 4.762E-13, 1.000E-04, 3.000E-04, 1.951E-17, 5.685E-24, 4.554E-20, 1.000E-04
  5.120E-05, 1.0000E+03,  100.04,   45.84, 1.0176E-03, 6.314E-26, 3.000E-01, 4.000E-01, 8.504E-15, 2.186E-15, 9.522E-13, 1.000E-04, 3.000E-04, 3.901E-17, 2.267E-23, 9.113E-20, 1.000E-04
  1.024E-04, 1.0000E+03,  100.08,   45.84, 1.0176E-03, 2.508E-25, 3.000E-01, 4.001E-01, 1.702E-14, 4.371E-15, 1.904E-12, 1.000E-04, 3.000E-04, 7.798E-17, 9.087E-23, 1.824E-19, 1.000E-04
  2.048E-04, 1.0000E+03,  100.16,   45.84, 1.0176E-03, 1.325E-24, 2.999E-01, 4.001E-01, 3.409E-14, 8.742E-15, 3.805E-12, 1.000E-04, 3.000E-04, 1.557E-16, 5.016E-22, 3.660E-19, 1.000E-04
  4.096E-04, 1.0000E+03,  100.32,   45.84, 1.0176E-03, 5.132E-24, 2.999E-01, 4.003E-01, 6.834E-14, 1.748E-14, 7.601E-12, 1.000E-04, 3.000E-04, 3.105E-16, 2.038E-21, 7.354E-19, 1.000E-04
  8.192E-04, 1.0000E+03,  100.63,   45.84, 1.0176E-03, 1.977E-23, 2.997E-01, 4.005E-01, 1.373E-13, 3.497E-14, 1.517E-11, 1.000E-04, 3.000E-04, 6.177E-16, 8.688E-21, 1.484E-18, 1.000E-04
  1.638E-03, 1.0000E+03,  101.27,   45.84, 1.0176E-03, 7.362E-23, 2.995E-01, 4.010E-01, 2.770E-13, 6.994E-14, 3.020E-11, 1.000E-04, 3.000E-04, 1.224E-15, 3.735E-20, 3.016E-18, 1.000E-04
  3.277E-03, 1.0000E+03,  102.53,   45.84, 1.0176E-03, 2.663E-22, 2.990E-01, 4.020E-01, 5.622E-13, 1.399E-13, 5.993E-11, 1.000E-04, 3.000E-04, 2.405E-15, 1.644E-19, 6.205E-18, 1.000E-04
  6.554E-03, 1.0000E+03,  105.06,   45.84, 1.0176E-03, 9.979E-22, 2.980E-01, 4.041E-01, 1.155E-12, 2.798E-13, 1.180E-10, 1.000E-04, 3.000E-04, 4.651E-15, 8.118E-19, 1.309E-17, 1.000E-04
  1.311E-02, 1.0000E+03,  110.09,   45.84, 1.0176E-03, 4.548E-21, 2.959E-01, 4.081E-01, 2.422E-12, 5.595E-13, 2.289E-10, 1.000E-04, 3.000E-04, 8.706E-15, 4.531E-18, 2.895E-17, 1.001E-04
  2.621E-02, 1.0000E+03,  120.08,   45.84, 1.0176E-03, 4.286E-20, 2.919E-01, 4.162E-01, 5.225E-12, 1.119E-12, 4.308E-10, 1.000E-04, 3.000E-04, 1.533E-14, 2.749E-17, 7.063E-17, 1.002E-04
  5.243E-02, 1.0000E+03,  139.77,   45.84, 1.0176E-03, 7.193E-19, 2.841E-01, 4.319E-01, 1.161E-11, 2.238E-12, 7.643E-10, 1.000E-04, 3.000E-04, 2.428E-14, 1.674E-16, 2.026E-16, 1.003E-04
  1.049E-01, 1.0000E+03,  177.98,   45.84, 1.0176E-03, 1.149E-17, 2.690E-01, 4.621E-01, 2.634E-11, 4.476E-12, 1.213E-09, 1.000E-04, 3.000E-04, 3.290E-14, 9.433E-16, 6.222E-16, 1.006E-04
  2.097E-01, 1.0000E+03,  251.16,   45.84, 1.0176E-03, 1.257E-16, 2.411E-01, 5.177E-01, 5.991E-11, 8.952E-12, 1.576E-09, 1.000E-04, 3.000E-04, 3.927E-14, 4.308E-15, 1.360E-15, 1.012E-04
