Particle Photoelectic H2Form H2Pumping H2Photodis CIPhotoion Cosmic-Rays Turbulence Chemistry Gas-Grain Coulomb Total 
70 1.60140E-22 1.45860E-22 8.17446E-33 3.89101E-23 6.38646E-25 3.54340E-26 7.00000E-26 4.61920E-27 -2.45702E-25 0.00000E+00 3.45413E-22
71 1.60140E-22 1.45860E-22 8.17502E-33 3.89101E-23 6.38646E-25 3.54365E-26 7.00000E-26 4.61952E-27 -2.45702E-25 0.00000E+00 3.45413E-22
72 1.60140E-22 1.45860E-22 8.17558E-33 3.89100E-23 6.38646E-25 3.54389E-26 7.00000E-26 4.61984E-27 -2.45702E-25 0.00000E+00 3.45413E-22
73 1.60140E-22 1.45860E-22 8.17587E-33 3.89100E-23 6.38646E-25 3.54401E-26 7.00000E-26 4.62000E-27 -2.45702E-25 0.00000E+00 3.45413E-22
74 1.60140E-22 1.45860E-22 8.17643E-33 3.89100E-23 6.38646E-25 3.54426E-26 7.00000E-26 4.62031E-27 -2.45702E-25 0.00000E+00 3.45413E-22
75 1.60140E-22 1.45860E-22 8.17671E-33 3.89100E-23 6.38646E-25 3.54438E-26 7.00000E-26 4.62047E-27 -2.45702E-25 0.00000E+00 3.45413E-22
76 1.60140E-22 1.45860E-22 8.17727E-33 3.89100E-23 6.38645E-25 3.54462E-26 7.00000E-26 4.62079E-27 -2.45702E-25 0.00000E+00 3.45413E-22
77 1.60140E-22 1.45860E-22 8.17783E-33 3.89100E-23 6.38645E-25 3.54487E-26 7.00000E-26 4.62111E-27 -2.45701E-25 0.00000E+00 3.45413E-22
78 1.60140E-22 1.45860E-22 8.17811E-33 3.89100E-23 6.38645E-25 3.54499E-26 7.00000E-26 4.62127E-27 -2.45701E-25 0.00000E+00 3.45413E-22
79 1.60140E-22 1.45860E-22 8.17868E-33 3.89100E-23 6.38645E-25 3.54523E-26 7.00000E-26 4.62159E-27 -2.45701E-25 0.00000E+00 3.45413E-22
80 1.60140E-22 1.45860E-22 8.17896E-33 3.89100E-23 6.38645E-25 3.54535E-26 7.00000E-26 4.62175E-27 -2.45701E-25 0.00000E+00 3.45413E-22
81 1.60140E-22 1.45860E-22 8.17952E-33 3.89100E-23 6.38645E-25 3.54560E-26 7.00000E-26 4.62207E-27 -2.45701E-25 0.00000E+00 3.45413E-22
82 1.60140E-22 1.45860E-22 8.17980E-33 3.89100E-23 6.38645E-25 3.54572E-26 7.00000E-26 4.62223E-27 -2.45701E-25 0.00000E+00 3.45413E-22
83 1.60140E-22 1.45860E-22 8.18036E-33 3.89100E-23 6.38645E-25 3.54597E-26 7.00000E-26 4.62255E-27 -2.45701E-25 0.00000E+00 3.45413E-22
84 1.60140E-22 1.45860E-22 8.18093E-33 3.89100E-23 6.38645E-25 3.54621E-26 7.00000E-26 4.62287E-27 -2.45701E-25 0.00000E+00 3.45413E-22
85 1.60140E-22 1.45860E-22 8.18121E-33 3.89100E-23 6.38645E-25 3.54633E-26 7.00000E-26 4.62303E-27 -2.45701E-25 0.00000E+00 3.45413E-22
86 1.60140E-22 1.45860E-22 8.18177E-33 3.89100E-23 6.38645E-25 3.54658E-26 7.00000E-26 4.62335E-27 -2.45701E-25 0.00000E+00 3.45413E-22
87 1.60140E-22 1.45860E-22 8.18205E-33 3.89100E-23 6.38645E-25 3.54670E-26 7.00000E-26 4.62351E-27 -2.45701E-25 0.00000E+00 3.45413E-22
88 1.60140E-22 1.45860E-22 8.18262E-33 3.89100E-23 6.38645E-25 3.54694E-26 7.00000E-26 4.62383E-27 -2.45701E-25 0.00000E+00 3.45413E-22
89 1.60140E-22 1.45860E-22 8.18318E-33 3.89100E-23 6.38645E-25 3.54719E-26 7.00000E-26 4.62414E-27 -2.45701E-25 0.00000E+00 3.45413E-22
90 1.60140E-22 1.45860E-22 8.18346E-33 3.89100E-23 6.38645E-25 3.54731E-26 7.00000E-26 4.62430E-27 -2.45701E-25 0.00000E+00 3.45413E-22
91 1.60140E-22 1.45860E-22 8.18402E-33 3.89100E-23 6.38645E-25 3.54755E-26 7.00000E-26 4.62462E-27 -2.45701E-25 0.00000E+00 3.45413E-22
92 1.60140E-22 1.45860E-22 8.18430E-33 3.89100E-23 6.38645E-25 3.54768E-26 7.00000E-26 4.62478E-27 -2.45701E-25 0.00000E+00 3.45413E-22
93 1.60139E-22 1.45860E-22 8.18881E-33 3.89100E-23 6.38645E-25 3.54963E-26 7.00000E-26 4.62734E-27 -2.45701E-25 0.00000E+00 3.45412E-22
94 1.60139E-22 1.45860E-22 8.19332E-33 3.89099E-23 6.38644E-25 3.55159E-26 7.00000E-26 4.62990E-27 -2.45701E-25 0.00000E+00 3.45412E-22
95 1.60139E-22 1.45860E-22 8.19784E-33 3.89099E-23 6.38644E-25 3.55356E-26 7.00000E-26 4.63247E-27 -2.45701E-25 0.00000E+00 3.45412E-22
96 1.60139E-22 1.45860E-22 8.20236E-33 3.89099E-23 6.38643E-25 3.55552E-26 7.00000E-26 4.63503E-27 -2.45701E-25 0.00000E+00 3.45412E-22
97 1.60139E-22 1.45859E-22 8.20689E-33 3.89098E-23 6.38643E-25 3.55749E-26 7.00000E-26 4.63760E-27 -2.45701E-25 0.00000E+00 3.45411E-22
98 1.60139E-22 1.45859E-22 8.21142E-33 3.89098E-23 6.38643E-25 3.55946E-26 7.00000E-26 4.64017E-27 -2.45701E-25 0.00000E+00 3.45411E-22
99 1.60139E-22 1.45859E-22 8.21596E-33 3.89098E-23 6.38642E-25 3.56143E-26 7.00000E-26 4.64275E-27 -2.45701E-25 0.00000E+00 3.45411E-22
