  1.000E-07  1.0000E+03   100.00  2.8906E+02  2.000E-30  2.500E-01  5.000E-01  5.535E-28  2.600E-04  4.600E-04  7.089E-22  2.000E-30  1.000E-30  1.000E-30
  2.000E-07  1.0000E+03   100.00  2.8906E+02  7.268E-30  2.500E-01  5.000E-01  3.716E-27  2.600E-04  4.600E-04  1.418E-21  2.999E-30  1.000E-30  1.000E-30
  4.000E-07  1.0000E+03   100.00  2.8906E+02  2.305E-29  2.500E-01  5.000E-01  1.464E-26  2.600E-04  4.600E-04  2.836E-21  3.999E-30  1.000E-30  1.000E-30
  8.000E-07  1.0000E+03   100.00  2.8906E+02  6.674E-29  2.500E-01  5.000E-01  4.615E-26  2.600E-04  4.600E-04  5.671E-21  4.999E-30  1.000E-30  1.000E-30
  1.600E-06  1.0000E+03   100.00  2.8906E+02  2.329E-28  2.500E-01  5.000E-01  1.681E-25  2.600E-04  4.600E-04  1.134E-20  5.998E-30  1.000E-30  1.000E-30
  3.200E-06  1.0000E+03   100.00  2.8906E+02  8.809E-28  2.500E-01  5.000E-01  6.457E-25  2.600E-04  4.600E-04  2.269E-20  6.998E-30  1.000E-30  1.000E-30
  6.400E-06  1.0000E+03   100.00  2.8906E+02  3.077E-27  2.500E-01  5.000E-01  2.267E-24  2.600E-04  4.600E-04  4.538E-20  7.999E-30  1.000E-30  1.000E-30
  1.280E-05  1.0000E+03   100.00  2.8906E+02  1.077E-26  2.500E-01  5.000E-01  7.960E-24  2.600E-04  4.600E-04  9.077E-20  9.000E-30  1.000E-30  1.000E-30
  2.560E-05  1.0000E+03   100.00  2.8906E+02  4.135E-26  2.500E-01  5.000E-01  3.076E-23  2.600E-04  4.600E-04  1.816E-19  1.000E-29  1.000E-30  1.000E-30
  5.120E-05  1.0000E+03   100.00  2.8906E+02  1.585E-25  2.500E-01  5.000E-01  1.188E-22  2.600E-04  4.600E-04  3.634E-19  1.100E-29  1.000E-30  1.000E-30
  1.024E-04  1.0000E+03   100.00  2.8906E+02  6.179E-25  2.500E-01  5.000E-01  4.708E-22  2.600E-04  4.600E-04  7.275E-19  1.200E-29  1.000E-30  1.000E-30
  2.048E-04  1.0000E+03   100.00  2.8906E+02  2.433E-24  2.500E-01  5.000E-01  1.907E-21  2.600E-04  4.600E-04  1.458E-18  1.300E-29  1.000E-30  1.000E-30
  4.096E-04  1.0000E+03   100.00  2.8906E+02  9.654E-24  2.500E-01  5.000E-01  8.011E-21  2.600E-04  4.600E-04  2.928E-18  1.406E-29  1.000E-30  1.000E-30
  8.192E-04  1.0000E+03   100.00  2.8906E+02  3.846E-23  2.500E-01  5.000E-01  3.537E-20  2.600E-04  4.600E-04  5.902E-18  1.601E-29  1.000E-30  1.000E-30
  1.638E-03  1.0000E+03   100.00  2.8906E+02  1.538E-22  2.500E-01  5.000E-01  1.691E-19  2.600E-04  4.600E-04  1.199E-17  3.600E-29  1.000E-30  1.000E-30
  3.277E-03  1.0000E+03   100.00  2.8906E+02  6.185E-22  2.500E-01  5.000E-01  8.857E-19  2.600E-04  4.600E-04  2.466E-17  3.671E-28  1.000E-30  1.000E-30
  6.554E-03  1.0000E+03   100.00  2.8906E+02  2.572E-21  2.500E-01  5.000E-01  5.183E-18  2.600E-04  4.600E-04  5.183E-17  6.941E-27  1.000E-30  1.000E-30
  1.311E-02  1.0000E+03   100.00  2.8906E+02  1.269E-20  2.500E-01  5.000E-01  3.317E-17  2.600E-04  4.600E-04  1.117E-16  1.584E-25  1.000E-30  1.000E-30
  2.621E-02  1.0000E+03   100.00  2.8906E+02  1.116E-19  2.500E-01  5.000E-01  2.226E-16  2.600E-04  4.600E-04  2.437E-16  3.690E-24  1.000E-30  1.000E-30
  5.243E-02  1.0000E+03   100.00  2.8906E+02  1.900E-18  2.500E-01  5.000E-01  1.494E-15  2.600E-04  4.600E-04  5.097E-16  8.803E-23  1.000E-30  1.000E-30
  1.049E-01  1.0000E+03   100.00  2.8906E+02  3.756E-17  2.500E-01  5.000E-01  9.478E-15  2.600E-04  4.600E-04  9.382E-16  1.933E-21  1.000E-30  1.000E-30
  2.097E-01  1.0000E+03   100.00  2.8906E+02  5.875E-16  2.500E-01  5.000E-01  5.338E-14  2.599E-04  4.600E-04  1.515E-15  3.400E-20  1.000E-30  1.000E-30
  4.194E-01  1.0000E+03   100.00  2.8906E+02  5.767E-15  2.500E-01  5.000E-01  2.510E-13  2.598E-04  4.600E-04  2.490E-15  4.114E-19  1.000E-30  1.000E-30
  8.389E-01  1.0000E+03   100.00  2.8906E+02  3.193E-14  2.500E-01  5.000E-01  9.376E-13  2.597E-04  4.600E-04  4.457E-15  3.017E-18  1.000E-30  1.000E-30
  1.678E+00  1.0000E+03   100.00  2.8906E+02  1.144E-13  2.500E-01  5.000E-01  2.828E-12  2.594E-04  4.600E-04  8.422E-15  1.298E-17  1.000E-30  1.000E-30
  3.355E+00  1.0000E+03   100.00  2.8906E+02  3.226E-13  2.500E-01  5.000E-01  7.434E-12  2.588E-04  4.600E-04  1.630E-14  3.688E-17  1.000E-30  1.000E-30
  6.711E+00  1.0000E+03   100.00  2.8906E+02  7.849E-13  2.500E-01  5.000E-01  1.811E-11  2.576E-04  4.600E-04  3.170E-14  8.445E-17  1.000E-30  1.000E-30
  1.342E+01  1.0000E+03   100.01  2.8906E+02  1.775E-12  2.500E-01  5.000E-01  4.348E-11  2.554E-04  4.600E-04  6.101E-14  1.754E-16  1.000E-30  1.000E-30
  2.684E+01  1.0000E+03   100.02  2.8906E+02  3.930E-12  2.500E-01  4.999E-01  1.090E-10  2.513E-04  4.600E-04  1.144E-13  3.419E-16  1.000E-30  1.000E-30
  5.369E+01  1.0000E+03   100.03  2.8906E+02  8.657E-12  2.501E-01  4.998E-01  2.928E-10  2.446E-04  4.600E-04  2.051E-13  6.237E-16  1.000E-30  1.000E-30
  1.074E+02  1.0000E+03   100.07  2.8906E+02  1.882E-11  2.502E-01  4.997E-01  8.368E-10  2.352E-04  4.600E-04  3.463E-13  1.029E-15  1.000E-30  1.000E-30
  2.147E+02  1.0000E+03   100.11  2.8906E+02  4.002E-11  2.503E-01  4.993E-01  2.485E-09  2.251E-04  4.600E-04  5.577E-13  1.448E-15  1.000E-30  1.000E-30
  4.295E+02  1.0000E+03   100.15  2.8906E+02  8.218E-11  2.507E-01  4.986E-01  7.587E-09  2.177E-04  4.600E-04  9.005E-13  1.681E-15  1.000E-30  1.000E-30
  8.590E+02  1.0000E+03    99.26  2.8906E+02  1.593E-10  2.514E-01  4.973E-01  2.391E-08  2.120E-04  4.600E-04  1.485E-12  1.775E-15  1.000E-30  1.000E-30
  1.718E+03  1.0000E+03    99.80  2.8906E+02  2.768E-10  2.527E-01  4.946E-01  7.509E-08  2.033E-04  4.599E-04  2.309E-12  1.988E-15  1.000E-30  1.000E-30
  1.818E+03  1.0000E+03    99.86  2.8906E+02  2.935E-10  2.528E-01  4.943E-01  8.236E-08  2.023E-04  4.599E-04  2.400E-12  2.015E-15  1.000E-30  1.000E-30
  1.918E+03  1.0000E+03    99.89  2.8906E+02  3.059E-10  2.530E-01  4.940E-01  8.992E-08  2.013E-04  4.599E-04  2.482E-12  2.045E-15  1.000E-30  1.000E-30
  2.018E+03  1.0000E+03    99.70  2.8906E+02  3.176E-10  2.532E-01  4.937E-01  9.772E-08  2.003E-04  4.599E-04  2.556E-12  2.076E-15  1.000E-30  1.000E-30
  2.118E+03  1.0000E+03    99.74  2.8906E+02  3.268E-10  2.533E-01  4.934E-01  1.057E-07  1.994E-04  4.599E-04  2.618E-12  2.110E-15  1.000E-30  1.000E-30
  2.218E+03  1.0000E+03    99.77  2.8906E+02  3.377E-10  2.535E-01  4.931E-01  1.139E-07  1.984E-04  4.599E-04  2.680E-12  2.144E-15  1.000E-30  1.000E-30
  2.318E+03  1.0000E+03    99.81  2.8906E+02  3.484E-10  2.536E-01  4.927E-01  1.223E-07  1.974E-04  4.599E-04  2.740E-12  2.180E-15  1.000E-30  1.000E-30
  2.418E+03  1.0000E+03    99.86  2.8906E+02  3.588E-10  2.538E-01  4.924E-01  1.308E-07  1.965E-04  4.599E-04  2.797E-12  2.216E-15  1.000E-30  1.000E-30
  2.518E+03  1.0000E+03    99.89  2.8906E+02  3.691E-10  2.539E-01  4.921E-01  1.395E-07  1.955E-04  4.598E-04  2.853E-12  2.254E-15  1.000E-30  1.000E-30
  2.618E+03  1.0000E+03    99.95  2.8906E+02  3.789E-10  2.541E-01  4.918E-01  1.484E-07  1.946E-04  4.598E-04  2.906E-12  2.293E-15  1.000E-30  1.000E-30
  2.718E+03  1.0000E+03   100.00  2.8906E+02  3.889E-10  2.542E-01  4.915E-01  1.575E-07  1.937E-04  4.598E-04  2.957E-12  2.333E-15  1.000E-30  1.000E-30
  2.818E+03  1.0000E+03   100.04  2.8906E+02  3.984E-10  2.544E-01  4.912E-01  1.667E-07  1.927E-04  4.598E-04  3.006E-12  2.374E-15  1.000E-30  1.000E-30
  2.918E+03  1.0000E+03   100.05  2.8906E+02  4.076E-10  2.546E-01  4.909E-01  1.760E-07  1.918E-04  4.598E-04  3.052E-12  2.417E-15  1.000E-30  1.000E-30
  3.018E+03  1.0000E+03   100.06  2.8906E+02  4.162E-10  2.547E-01  4.906E-01  1.855E-07  1.909E-04  4.598E-04  3.094E-12  2.460E-15  1.000E-30  1.000E-30
  3.118E+03  1.0000E+03   100.07  2.8906E+02  4.246E-10  2.549E-01  4.903E-01  1.951E-07  1.900E-04  4.598E-04  3.134E-12  2.505E-15  1.000E-30  1.000E-30
  3.218E+03  1.0000E+03   100.10  2.8906E+02  4.328E-10  2.550E-01  4.900E-01  2.048E-07  1.891E-04  4.598E-04  3.171E-12  2.551E-15  1.000E-30  1.000E-30
  3.318E+03  1.0000E+03   100.10  2.8906E+02  4.410E-10  2.552E-01  4.896E-01  2.147E-07  1.882E-04  4.598E-04  3.208E-12  2.598E-15  1.000E-30  1.000E-30
  3.418E+03  1.0000E+03   100.10  2.8906E+02  4.487E-10  2.553E-01  4.893E-01  2.246E-07  1.873E-04  4.598E-04  3.242E-12  2.646E-15  1.000E-30  1.000E-30
  3.518E+03  1.0000E+03   100.13  2.8906E+02  4.561E-10  2.555E-01  4.890E-01  2.347E-07  1.864E-04  4.598E-04  3.273E-12  2.695E-15  1.000E-30  1.000E-30
  3.618E+03  1.0000E+03   100.12  2.8906E+02  4.638E-10  2.556E-01  4.887E-01  2.448E-07  1.855E-04  4.597E-04  3.304E-12  2.745E-15  1.000E-30  1.000E-30
  3.718E+03  1.0000E+03   100.10  2.8906E+02  4.709E-10  2.558E-01  4.884E-01  2.551E-07  1.846E-04  4.597E-04  3.332E-12  2.796E-15  1.000E-30  1.000E-30
  3.818E+03  1.0000E+03   100.13  2.8906E+02  4.777E-10  2.560E-01  4.881E-01  2.654E-07  1.837E-04  4.597E-04  3.359E-12  2.848E-15  1.000E-30  1.000E-30
  3.918E+03  1.0000E+03   100.15  2.8906E+02  4.849E-10  2.561E-01  4.878E-01  2.758E-07  1.829E-04  4.597E-04  3.385E-12  2.901E-15  1.000E-30  1.000E-30
  4.018E+03  1.0000E+03   100.17  2.8906E+02  4.919E-10  2.563E-01  4.875E-01  2.863E-07  1.820E-04  4.597E-04  3.410E-12  2.955E-15  1.000E-30  1.000E-30
  4.118E+03  1.0000E+03   100.15  2.8906E+02  4.989E-10  2.564E-01  4.872E-01  2.969E-07  1.811E-04  4.597E-04  3.435E-12  3.010E-15  1.000E-30  1.000E-30
  4.218E+03  1.0000E+03   100.17  2.8906E+02  5.052E-10  2.566E-01  4.869E-01  3.075E-07  1.803E-04  4.597E-04  3.457E-12  3.066E-15  1.000E-30  1.000E-30
