  1.000E-07  1.0000E+03   100.00    45.87  8.3443E+01  2.000E-30  2.500E-01  5.000E-01  5.535E-28  2.600E-04  4.600E-04  7.089E-22  2.000E-30  1.000E-30  1.000E-30
  2.000E-07  1.0000E+03   100.00    45.87  8.3443E+01  7.266E-30  2.500E-01  5.000E-01  3.716E-27  2.600E-04  4.600E-04  1.418E-21  3.000E-30  1.000E-30  1.000E-30
  4.000E-07  1.0000E+03   100.00    45.87  8.3443E+01  2.305E-29  2.500E-01  5.000E-01  1.464E-26  2.600E-04  4.600E-04  2.836E-21  4.000E-30  1.000E-30  1.000E-30
  8.000E-07  1.0000E+03   100.00    45.87  8.3443E+01  6.673E-29  2.500E-01  5.000E-01  4.615E-26  2.600E-04  4.600E-04  5.671E-21  5.000E-30  1.000E-30  1.000E-30
  1.600E-06  1.0000E+03   100.00    45.87  8.3443E+01  2.329E-28  2.500E-01  5.000E-01  1.681E-25  2.600E-04  4.600E-04  1.134E-20  6.000E-30  1.000E-30  1.000E-30
  3.200E-06  1.0000E+03   100.00    45.87  8.3443E+01  8.809E-28  2.500E-01  5.000E-01  6.457E-25  2.600E-04  4.600E-04  2.269E-20  7.000E-30  1.000E-30  1.000E-30
  6.400E-06  1.0000E+03   100.00    45.87  8.3443E+01  3.077E-27  2.500E-01  5.000E-01  2.267E-24  2.600E-04  4.600E-04  4.538E-20  7.999E-30  1.000E-30  1.000E-30
  1.280E-05  1.0000E+03   100.00    45.87  8.3443E+01  1.077E-26  2.500E-01  5.000E-01  7.960E-24  2.600E-04  4.600E-04  9.077E-20  8.999E-30  1.000E-30  1.000E-30
  2.560E-05  1.0000E+03   100.00    45.87  8.3443E+01  4.135E-26  2.500E-01  5.000E-01  3.076E-23  2.600E-04  4.600E-04  1.816E-19  9.999E-30  1.000E-30  1.000E-30
  5.120E-05  1.0000E+03   100.00    45.87  8.3443E+01  1.585E-25  2.500E-01  5.000E-01  1.188E-22  2.600E-04  4.600E-04  3.634E-19  1.100E-29  1.000E-30  1.000E-30
  1.024E-04  1.0000E+03   100.00    45.87  8.3443E+01  6.179E-25  2.500E-01  5.000E-01  4.708E-22  2.600E-04  4.600E-04  7.275E-19  1.200E-29  1.000E-30  1.000E-30
  2.048E-04  1.0000E+03   100.00    45.87  8.3443E+01  2.433E-24  2.500E-01  5.000E-01  1.907E-21  2.600E-04  4.600E-04  1.458E-18  1.300E-29  1.000E-30  1.000E-30
  4.096E-04  1.0000E+03   100.00    45.87  8.3443E+01  9.654E-24  2.500E-01  5.000E-01  8.011E-21  2.600E-04  4.600E-04  2.928E-18  1.406E-29  1.000E-30  1.000E-30
  8.192E-04  1.0000E+03   100.00    45.87  8.3443E+01  3.846E-23  2.500E-01  5.000E-01  3.537E-20  2.600E-04  4.600E-04  5.902E-18  1.601E-29  1.000E-30  1.000E-30
  1.638E-03  1.0000E+03   100.00    45.87  8.3443E+01  1.538E-22  2.500E-01  5.000E-01  1.691E-19  2.600E-04  4.600E-04  1.199E-17  3.600E-29  1.000E-30  1.000E-30
  3.277E-03  1.0000E+03   100.00    45.87  8.3443E+01  6.185E-22  2.500E-01  5.000E-01  8.857E-19  2.600E-04  4.600E-04  2.466E-17  3.671E-28  1.000E-30  1.000E-30
  6.554E-03  1.0000E+03   100.00    45.87  8.3443E+01  2.572E-21  2.500E-01  5.000E-01  5.183E-18  2.600E-04  4.600E-04  5.183E-17  6.941E-27  1.000E-30  1.000E-30
  1.311E-02  1.0000E+03   100.00    45.87  8.3443E+01  1.273E-20  2.500E-01  5.000E-01  3.317E-17  2.600E-04  4.600E-04  1.117E-16  1.584E-25  1.000E-30  1.000E-30
  2.621E-02  1.0000E+03   100.00    45.87  8.3443E+01  1.117E-19  2.500E-01  5.000E-01  2.226E-16  2.600E-04  4.600E-04  2.437E-16  3.690E-24  1.000E-30  1.000E-30
  5.243E-02  1.0000E+03   100.00    45.87  8.3443E+01  1.892E-18  2.500E-01  5.000E-01  1.494E-15  2.600E-04  4.600E-04  5.097E-16  8.803E-23  1.000E-30  1.000E-30
