  1.000E-07  1.0000E+03   100.00    45.87  2.5280E-05  2.000E-30  2.500E-01  5.000E-01  5.535E-28  2.600E-04  4.600E-04  7.089E-22  2.000E-30  1.000E-30  1.000E-30
  2.000E-07  1.0000E+03   100.00    45.87  2.5280E-05  4.185E-30  2.500E-01  5.000E-01  2.291E-27  2.600E-04  4.600E-04  1.418E-21  1.852E-30  1.000E-30  1.000E-30
  4.000E-07  1.0000E+03   100.00    45.87  2.5280E-05  1.192E-29  2.500E-01  5.000E-01  7.691E-27  2.600E-04  4.600E-04  2.836E-21  2.306E-30  1.000E-30  1.000E-30
  8.000E-07  1.0000E+03   100.00    45.87  2.5280E-05  4.057E-29  2.500E-01  5.000E-01  2.881E-26  2.600E-04  4.600E-04  5.671E-21  2.386E-30  1.000E-30  1.000E-30
  1.600E-06  1.0000E+03   100.00    45.87  2.5280E-05  1.694E-28  2.500E-01  5.000E-01  1.237E-25  2.600E-04  4.600E-04  1.134E-20  2.508E-30  1.000E-30  1.000E-30
  3.200E-06  1.0000E+03   100.00    45.87  2.5280E-05  6.168E-28  2.500E-01  5.000E-01  4.541E-25  2.600E-04  4.600E-04  2.269E-20  2.712E-30  1.000E-30  1.000E-30
  6.400E-06  1.0000E+03   100.00    45.87  2.5280E-05  4.574E-27  2.500E-01  5.000E-01  3.376E-24  2.600E-04  4.600E-04  4.538E-20  3.084E-30  1.000E-30  1.000E-30
  1.280E-05  1.0000E+03   100.00    45.87  2.5280E-05  1.214E-26  2.500E-01  5.000E-01  8.980E-24  2.600E-04  4.600E-04  9.077E-20  3.031E-30  1.000E-30  1.000E-30
  2.560E-05  1.0000E+03   100.00    45.87  2.5280E-05  4.113E-26  2.500E-01  5.000E-01  3.057E-23  2.600E-04  4.600E-04  1.816E-19  2.973E-30  1.000E-30  1.000E-30
  5.120E-05  1.0000E+03   100.00    45.87  2.5280E-05  1.565E-25  2.500E-01  5.000E-01  1.175E-22  2.600E-04  4.600E-04  3.633E-19  3.596E-30  1.000E-30  1.000E-30
  1.024E-04  1.0000E+03   100.00    45.87  2.5280E-05  6.112E-25  2.500E-01  5.001E-01  4.656E-22  2.600E-04  4.600E-04  7.274E-19  4.766E-30  1.000E-30  1.000E-30
  2.048E-04  1.0000E+03   100.00    45.87  2.5280E-05  2.418E-24  2.499E-01  5.001E-01  1.905E-21  2.600E-04  4.600E-04  1.458E-18  4.383E-30  1.000E-30  1.000E-30
  4.096E-04  1.0000E+03   100.00    45.87  2.5280E-05  9.606E-24  2.499E-01  5.003E-01  7.985E-21  2.600E-04  4.600E-04  2.927E-18  4.679E-30  1.000E-30  1.000E-30
  8.192E-04  1.0000E+03   100.00    45.87  2.5280E-05  3.825E-23  2.497E-01  5.006E-01  3.540E-20  2.600E-04  4.600E-04  5.899E-18  6.652E-30  1.000E-30  1.000E-30
